# objname, z,  logstellar_mass_median, logstellar_mass_errup, logstellar_mass_errdown, sfr_100myr_median, sfr_100myr_errup, sfr_100myr_errdown, logssfr_100myr_median, logssfr_100myr_errup, logssfr_100myr_errdown, logzsol_median, logzsol_errup, logzsol_errdown, tau_dust_median, tau_dust_errup, tau_dust_errdown, avg_age_median, avg_age_errup, avg_age_errdown
COSMOS_32800,0.8033,8.9879,9.1579,8.8492,1.3356,1.5340,1.0502,-8.8574,-8.6612,-9.1279,-0.0588,0.0150,-0.1371,0.4625,0.5138,0.3602,2.5148,3.1481,1.8771
COSMOS_32801,1.8454,11.0028,11.0573,10.9491,39.4658,48.6650,30.9470,-9.4057,-9.3075,-9.5238,0.1455,0.1776,0.0715,1.3753,1.4969,1.2606,2.1558,2.6019,1.9658
COSMOS_32803,0.8988,9.8823,9.9220,9.6885,1.5629,4.0547,1.4002,-9.6915,-9.0610,-9.7703,0.0720,0.1058,-0.1318,0.2203,0.3994,0.1937,4.0728,4.4143,2.6302
COSMOS_32805,0.8835,8.4429,8.5750,8.3019,0.3886,0.4775,0.2895,-8.8612,-8.6209,-9.0895,0.0217,0.1401,-0.8876,0.0436,0.1680,0.0140,2.2791,2.9806,1.6148
COSMOS_32806,1.6156,9.5830,9.7024,9.4965,6.1498,11.7487,3.4741,-8.7463,-8.4622,-9.1307,-0.3955,-0.1836,-0.5104,0.1507,0.2058,0.0765,1.4231,1.8507,1.0334
COSMOS_32808,1.8457,10.6335,10.7648,10.3439,146.7540,172.1914,76.6872,-8.4678,-8.1224,-8.8560,-0.3369,-0.2464,-0.5189,1.4797,1.6345,1.3848,0.9919,1.5740,0.1846
COSMOS_32809,1.4449,10.2890,10.3372,10.2329,5.6559,9.8804,4.2962,-9.5336,-9.2640,-9.6945,-0.2200,-0.1571,-0.3008,1.0490,1.1388,0.9764,2.2177,2.3519,2.0087
COSMOS_32810,0.8424,9.6551,9.6867,9.5993,0.0809,0.2290,0.0388,-10.7577,-10.2654,-11.0660,-0.5745,-0.4618,-0.7670,0.2189,0.4445,0.1233,4.3879,4.8966,3.8097
COSMOS_32815,1.1591,9.3548,9.4106,9.2788,1.4077,2.5755,1.0791,-9.1869,-8.8238,-9.3502,-1.3325,-1.0159,-1.5495,0.2144,0.3968,0.0329,2.3314,2.9618,1.7297
COSMOS_32816,0.8647,8.7358,8.8080,8.6306,0.2186,0.3065,0.1595,-9.3912,-9.1775,-9.5639,-0.7478,-0.4993,-1.1659,0.1264,0.2775,0.0370,3.2417,3.5922,2.4688
COSMOS_32817,1.3335,9.4109,9.4941,9.3308,1.5664,2.4273,0.9825,-9.2493,-9.0097,-9.4102,-0.9963,-0.7523,-1.3087,0.2639,0.4665,0.0682,1.9435,2.2287,1.5227
COSMOS_32820,1.6436,9.1131,9.2578,8.9100,1.8317,2.7191,1.3128,-8.8346,-8.6021,-9.0285,-0.9077,-0.3191,-1.2391,0.0867,0.1885,0.0417,1.3580,1.9279,0.6971
COSMOS_32821,1.8167,9.6019,9.6830,9.1229,1.0483,8.1096,0.7425,-9.5963,-8.1485,-9.7711,0.0497,0.1586,-0.2912,0.0750,0.9112,0.0199,2.1590,2.7005,0.4010
COSMOS_32825,1.3126,9.4429,9.4906,9.4005,0.1839,0.3561,0.0992,-10.1800,-9.9076,-10.4532,-0.6709,-0.4030,-1.0104,0.1995,0.4449,0.0701,2.7716,3.0684,2.3817
COSMOS_32826,0.6008,10.8268,10.8529,10.8079,0.3255,0.4355,0.2383,-11.3172,-11.1899,-11.4558,-0.0638,-0.0098,-0.1126,0.2075,0.2672,0.1653,5.7337,6.3034,5.4161
COSMOS_32828,0.5935,8.6697,8.7525,8.5613,0.3383,0.4562,0.2404,-9.1582,-8.8840,-9.3404,-1.0399,-0.8477,-1.2401,0.3942,0.4925,0.3074,2.9930,3.3772,2.0725
COSMOS_32829,0.7785,8.7362,8.8373,8.6057,0.1340,0.2703,0.0619,-9.5992,-9.2857,-9.9598,-1.1148,-0.5770,-1.5774,0.3200,0.5770,0.1346,3.1701,3.7171,2.2806
COSMOS_32830,1.6853,9.3697,9.4590,9.2444,2.3377,3.2378,1.6517,-8.9874,-8.7960,-9.1839,-1.1594,-0.8443,-1.5416,0.2338,0.3385,0.1218,1.6882,2.0421,1.1157
COSMOS_32832,1.3922,9.1234,9.2243,8.9873,1.5753,2.6516,1.0321,-8.8876,-8.6356,-9.1769,-0.7558,-0.4109,-1.0420,0.1600,0.3333,0.0627,1.3654,1.8442,0.7526
COSMOS_32833,0.7233,8.9199,8.9962,8.8169,0.7990,1.0502,0.6489,-9.0220,-8.8240,-9.1653,-0.1884,-0.0355,-0.5124,0.2824,0.4162,0.2145,2.4495,2.9928,1.5879
COSMOS_32838,0.8929,8.5594,8.7855,8.3687,0.6928,0.9112,0.5468,-8.7050,-8.4607,-8.9796,-0.7071,-0.3218,-1.1079,0.1194,0.2210,0.0595,1.8899,2.6561,0.6739
COSMOS_32840,1.4295,9.1014,9.1721,8.9957,1.2307,1.5837,1.0180,-9.0080,-8.8215,-9.1422,-0.5131,-0.3090,-0.7409,0.0488,0.1086,0.0153,2.0775,2.4970,1.6524
COSMOS_32845,0.6949,10.6130,10.6441,10.5752,1.8133,3.4373,1.4996,-10.3608,-10.0418,-10.4471,-0.0157,0.0395,-0.1482,0.6377,0.7076,0.5665,4.1249,4.3392,3.9671
COSMOS_32846,1.3357,9.7314,9.8187,9.6305,1.9566,3.3523,0.9666,-9.4580,-9.1450,-9.7954,-0.1298,0.1170,-0.7993,0.7570,1.0582,0.5340,2.2481,2.6359,1.7234
COSMOS_32847,0.5171,8.6269,8.6819,8.5681,0.0389,0.0743,0.0259,-10.0345,-9.7343,-10.2459,-0.4454,-0.1591,-0.9355,0.1598,0.4241,0.0535,4.6969,5.1706,4.1310
COSMOS_32851,1.6174,9.3003,9.3798,9.2138,2.6393,3.2673,1.3063,-8.9126,-8.7350,-9.2424,-0.0433,0.1052,-0.1574,0.0330,0.0678,0.0100,2.3981,2.7925,2.0644
COSMOS_32852,0.6942,10.4208,10.4502,10.3792,6.6421,7.7778,5.3009,-9.5974,-9.4998,-9.7244,0.0615,0.1282,-0.0965,0.3557,0.5054,0.2703,3.9582,4.2932,3.4395
COSMOS_32853,1.4211,9.1258,9.2407,9.0006,0.5768,0.9180,0.3477,-9.3640,-9.1423,-9.6040,-1.3507,-1.0544,-1.6991,0.0843,0.1858,0.0304,1.7229,2.1810,1.0036
COSMOS_32854,1.5730,9.7971,9.8373,9.7523,2.3068,3.1602,1.7664,-9.4375,-9.2717,-9.5694,0.0279,0.1417,-0.1176,0.1776,0.3091,0.0848,2.3325,2.5822,1.9410
COSMOS_32857,0.7854,9.0916,9.2078,8.9527,0.0918,0.4165,0.0122,-10.1508,-9.3658,-11.0591,-0.4172,0.0326,-1.0197,0.6791,1.0316,0.3796,3.4588,4.2391,2.6268
COSMOS_32858,0.8155,9.1669,9.2446,9.0832,0.0548,0.1759,0.0115,-10.4435,-9.9039,-11.1373,-0.8271,-0.4685,-1.4283,0.4276,0.6476,0.1921,3.5135,4.1255,2.9997
COSMOS_32860,0.9190,10.8883,10.9156,10.8530,23.6884,27.3039,20.9354,-9.5135,-9.4232,-9.5899,-0.1677,-0.0838,-0.2947,0.7885,0.8408,0.7396,3.1920,3.3842,2.9303
COSMOS_32862,2.3577,9.5154,9.6661,9.3468,12.6716,21.9263,1.8572,-8.5588,-8.1313,-9.2588,-0.6508,0.0652,-1.2078,0.4046,1.2381,0.0949,1.1321,1.6072,0.4930
COSMOS_32863,2.2015,9.7268,9.8018,9.5161,9.0021,11.8365,7.6192,-8.7779,-8.4704,-8.9043,-0.7896,-0.5156,-0.9980,0.1408,0.2494,0.0837,0.9918,1.1567,0.4532
COSMOS_32864,1.2829,10.9860,11.0224,10.9589,11.8029,15.6118,9.0631,-9.9279,-9.7837,-10.0359,-0.0585,0.0691,-0.3041,0.7949,1.0034,0.7096,3.0465,3.5693,2.7844
COSMOS_32866,1.2356,9.2887,9.3638,9.2007,1.6373,2.2039,1.2703,-9.0733,-8.8941,-9.2252,0.0587,0.1498,-0.1319,0.8643,1.0195,0.7130,2.0357,2.5392,1.5183
COSMOS_32869,1.6389,9.6045,9.6980,9.4807,3.0497,6.4581,2.0044,-9.0980,-8.7380,-9.3541,-0.4735,-0.1077,-1.0803,0.3494,0.5699,0.1647,1.6936,1.9851,1.3401
COSMOS_32871,0.5747,8.8645,8.9652,8.5873,0.0896,0.2508,0.0264,-9.9316,-9.2093,-10.5193,-0.2754,0.0595,-0.7419,1.1762,1.4184,0.9137,3.7345,4.4835,2.6292
COSMOS_32873,0.7181,9.1395,9.2280,8.9609,1.3587,1.9849,0.7538,-9.0152,-8.6668,-9.3136,0.0141,0.1317,-0.3250,0.3942,0.5340,0.2725,1.7642,2.4881,0.7212
COSMOS_32874,1.2850,9.8235,9.8782,9.7496,3.2542,5.8321,1.6751,-9.2942,-9.0594,-9.6202,-0.3785,-0.0563,-0.9601,0.6076,1.0057,0.3498,2.0389,2.5780,1.4902
COSMOS_32876,0.6134,8.2376,8.3579,8.0815,0.1851,0.2772,0.1291,-8.9536,-8.6891,-9.2137,-1.4236,-0.9892,-1.7796,0.4430,0.5668,0.3469,2.3310,3.1231,1.3479
COSMOS_32877,0.7468,8.5498,8.6342,8.4361,0.0337,0.0931,0.0134,-10.0391,-9.5147,-10.4497,-1.5246,-1.0093,-1.8368,0.1959,0.3539,0.0679,3.2525,3.9437,2.3219
COSMOS_32878,0.7597,9.2702,9.3417,9.0866,1.3792,1.8257,1.1110,-9.1249,-8.8257,-9.2750,-0.7888,-0.3663,-1.0911,0.1633,0.2496,0.0901,2.7514,3.4916,1.7177
COSMOS_32881,0.7459,8.5180,8.6843,8.3628,0.4747,0.7486,0.3588,-8.8170,-8.5943,-9.0358,-0.9754,-0.6358,-1.3646,0.1715,0.3031,0.0932,2.7453,3.3130,1.9393
COSMOS_32882,0.8069,9.7354,9.7708,9.6995,2.4975,3.0214,2.0167,-9.3363,-9.2363,-9.4459,0.1064,0.1646,0.0029,0.5013,0.5771,0.4325,2.6817,3.1764,2.4160
COSMOS_32884,0.6751,8.7348,8.8355,8.5676,0.2489,0.3994,0.1073,-9.3236,-8.9823,-9.7709,-1.1831,-0.7612,-1.6784,0.6931,0.8779,0.4271,3.3687,4.0955,2.4511
COSMOS_32885,0.8879,8.7331,8.8129,8.6415,0.2085,0.3059,0.1579,-9.4083,-9.1949,-9.5764,-1.2181,-0.9145,-1.5709,0.0502,0.1220,0.0159,2.7561,3.2222,2.1386
COSMOS_32886,0.6494,8.2939,8.6146,8.0728,0.2964,0.4291,0.1898,-8.7803,-8.5157,-9.3065,0.0392,0.1526,-0.3368,0.8565,1.0493,0.7189,2.0446,3.2273,1.0249
COSMOS_32888,1.0253,8.9931,9.1317,8.8414,1.2595,1.7163,0.9577,-8.8719,-8.6527,-9.1432,0.0832,0.1530,-0.0308,0.7375,0.8670,0.6260,2.6962,3.7932,2.0724
COSMOS_32890,1.6490,9.5627,9.6108,9.5105,4.4423,5.8696,2.8362,-8.9264,-8.7446,-9.1346,-0.0284,0.1122,-0.2147,0.0310,0.0697,0.0098,1.2564,1.4530,1.0477
COSMOS_32892,0.9411,8.8552,8.9561,8.7243,0.3232,0.5268,0.1796,-9.3504,-9.0992,-9.6186,-0.8413,-0.4384,-1.2234,0.1953,0.4173,0.0987,2.4626,3.2122,1.6135
COSMOS_32895,1.6340,9.1480,9.2754,8.8923,2.7337,3.3329,1.9963,-8.6835,-8.3800,-8.9605,0.1591,0.1816,0.1057,0.2116,0.2830,0.1060,1.6773,1.9159,1.0717
COSMOS_32898,0.5030,8.0036,8.1539,7.7378,0.1481,0.2161,0.1081,-8.7813,-8.5214,-9.0484,-0.6483,-0.2843,-0.9028,0.2437,0.4104,0.1287,3.0550,4.0601,1.7274
COSMOS_32900,2.6109,9.8993,9.9582,9.8194,24.7568,27.8340,22.0040,-8.5008,-8.4045,-8.5884,-1.7359,-1.5713,-1.8856,0.6973,0.7750,0.6164,0.8793,0.9635,0.7815
COSMOS_32903,0.6818,8.5624,8.6825,8.4186,0.0124,0.0698,0.0012,-10.4849,-9.6296,-11.5226,-0.9178,-0.3152,-1.5243,0.5582,0.8348,0.2865,3.7649,4.6274,2.6619
COSMOS_32905,0.9157,8.5675,8.8033,8.3576,0.9728,1.1869,0.6785,-8.5795,-8.2991,-8.9582,0.1067,0.1665,-0.0045,0.4641,0.5548,0.3166,1.4802,2.6088,0.4549
COSMOS_32907,1.4751,9.9087,9.9889,9.7907,6.2960,8.6620,3.7288,-9.1110,-8.8720,-9.4029,-0.5939,-0.3407,-0.9830,0.6004,0.7318,0.3858,1.8177,2.2428,1.4173
COSMOS_32908,0.6385,8.1247,8.2636,7.9316,0.0842,0.1759,0.0506,-9.2011,-8.7634,-9.4694,-1.2734,-0.7113,-1.6887,0.1761,0.3822,0.0597,2.6658,3.5061,1.2591
COSMOS_32909,1.2613,10.2208,10.2693,10.1605,9.0898,10.0890,8.0752,-9.2640,-9.1678,-9.3543,-0.0304,0.0580,-0.1051,0.6505,0.7083,0.5997,2.6148,2.9818,2.2242
COSMOS_32913,2.3309,9.5414,9.7298,9.4798,32.1038,40.0310,3.4558,-7.9839,-7.9041,-9.1628,-0.8169,-0.0481,-0.8899,0.6382,0.7850,0.0602,0.2588,0.9521,0.0662
COSMOS_32914,1.5834,9.4182,9.4668,9.3485,0.9430,1.1499,0.8570,-9.4481,-9.3087,-9.5210,0.1525,0.1791,0.1069,0.0158,0.0441,0.0050,2.5165,2.5944,2.3636
COSMOS_32920,1.0694,10.4863,10.5401,10.4464,1.0715,1.6697,0.6834,-10.4569,-10.2472,-10.6804,-0.1149,-0.0081,-0.3007,1.0018,1.1854,0.9101,3.8841,4.3661,3.5877
COSMOS_32921,0.9519,9.1978,9.3028,9.0453,0.8500,1.1550,0.6527,-9.2725,-9.0886,-9.4017,-0.6432,-0.1920,-1.1034,0.3718,0.5857,0.1593,2.7501,3.1482,2.1551
COSMOS_32922,0.8725,8.6889,9.1258,8.5520,2.8576,3.7696,1.5737,-8.2244,-7.9768,-8.8904,0.0918,0.1466,0.0014,0.2574,0.2859,0.1794,0.7935,2.2936,0.1571
COSMOS_32923,0.8358,8.8920,8.9682,8.8038,0.0655,0.1741,0.0246,-10.0883,-9.6136,-10.5174,-1.0213,-0.6593,-1.3650,0.2567,0.4504,0.1014,3.1875,3.7033,2.5211
COSMOS_32927,1.3198,9.0874,9.2605,8.9610,1.4814,2.1439,0.7022,-8.9235,-8.6482,-9.4177,-0.5009,-0.2165,-0.8886,0.0312,0.0688,0.0066,1.8887,2.6618,1.2020
COSMOS_32930,0.5535,8.9885,9.0311,8.9223,0.4213,0.5357,0.3323,-9.3648,-9.2054,-9.4927,-0.0713,0.1122,-0.4245,0.1391,0.2723,0.0687,2.4791,2.9029,1.8340
COSMOS_32931,1.5989,9.1754,9.2691,9.0577,1.2982,1.8582,0.9911,-9.0718,-8.8008,-9.2548,-0.4395,-0.2125,-0.6486,0.0562,0.1202,0.0167,1.8425,2.1838,1.3309
COSMOS_32934,1.3111,9.7154,9.7661,9.6519,3.4163,4.0960,2.6087,-9.1853,-9.0531,-9.3252,-0.2270,-0.0871,-0.3804,0.1361,0.2395,0.0925,2.2887,2.7583,2.0178
COSMOS_32937,0.5186,10.3128,10.3351,10.2869,0.0084,0.0243,0.0008,-12.3846,-11.9243,-13.3776,-0.0169,0.0551,-0.1274,0.0723,0.1664,0.0265,5.5055,5.9742,5.1364
COSMOS_32938,2.5369,9.7689,9.8919,9.6501,8.4762,14.3653,5.9169,-8.8206,-8.5134,-9.0986,-0.8213,-0.5876,-1.1543,0.1636,0.2748,0.0959,0.8122,1.1077,0.4958
COSMOS_32942,1.1525,9.8772,9.9373,9.8111,7.6459,9.4444,4.2239,-8.9970,-8.8397,-9.2854,0.0667,0.1444,-0.0645,0.3816,0.4962,0.2378,2.3866,2.6807,2.1338
COSMOS_32944,2.2471,10.4084,10.5186,10.3368,51.8631,63.4108,42.6412,-8.6786,-8.5612,-8.8723,-0.3269,-0.0957,-0.4567,0.9500,1.1840,0.8472,1.1371,1.5605,0.7938
COSMOS_32945,0.6334,8.9525,9.0907,8.7602,0.5002,0.6686,0.3636,-9.2585,-9.1001,-9.3772,-0.8811,-0.5623,-1.4103,0.0840,0.1730,0.0314,3.0686,3.8167,1.8027
COSMOS_32947,1.9072,9.6160,9.6495,9.5706,10.1033,26.9544,8.8823,-8.6134,-8.1906,-8.6689,-1.7955,-1.6036,-1.9225,0.2403,0.3934,0.2076,1.3694,1.4442,0.7832
COSMOS_32948,0.9874,10.2967,10.3460,10.2372,14.9111,18.5282,10.0505,-9.1266,-8.9876,-9.3172,-0.0247,0.0712,-0.1263,1.1281,1.2053,1.0516,2.5976,2.8616,2.2927
COSMOS_32949,0.5337,8.5445,8.6358,8.4601,0.0616,0.1115,0.0346,-9.7656,-9.4528,-10.0504,-0.9953,-0.6444,-1.4093,0.2531,0.4184,0.1305,3.7979,4.5372,3.0090
COSMOS_32952,1.2523,9.5675,9.6820,9.3806,4.6963,8.0304,2.8650,-8.8458,-8.6514,-9.0773,-0.8114,-0.2327,-1.4516,0.4563,0.6813,0.2629,1.6597,2.3076,1.1161
COSMOS_32953,1.5506,9.4603,9.5722,9.3725,2.3385,3.3178,1.7114,-9.1075,-8.8671,-9.3101,-0.4665,-0.2031,-0.7607,0.1301,0.2377,0.0448,1.4530,2.0571,1.0886
COSMOS_32956,1.7198,9.2223,9.3309,9.0942,2.4253,5.0221,1.3123,-8.8032,-8.4271,-9.1880,-0.3977,-0.0644,-0.8541,0.1154,0.2416,0.0429,1.1242,1.5407,0.6424
COSMOS_32960,1.8509,9.5969,9.6720,9.4833,2.4017,3.4690,1.7577,-9.2257,-8.9612,-9.4158,0.0648,0.1476,-0.0443,0.3710,0.5407,0.1297,2.0134,2.1609,1.6978
COSMOS_32961,0.5031,9.5485,9.5924,9.5243,0.0052,0.0135,0.0005,-11.8367,-11.4417,-12.8383,-0.5424,-0.4174,-0.6958,0.1021,0.2012,0.0368,5.1863,5.9973,4.9604
COSMOS_32962,0.9278,8.2462,8.3844,8.0391,0.1214,0.2400,0.0638,-9.1593,-8.6951,-9.5380,-0.4015,-0.1430,-0.8661,0.2393,0.3988,0.0787,2.8349,3.5257,2.0527
COSMOS_32966,1.0511,8.4912,8.7599,8.2759,1.6321,2.2905,1.4094,-8.2248,-8.0522,-8.4418,0.1002,0.1586,0.0119,1.1293,1.2571,1.0414,0.8160,1.6674,0.1706
COSMOS_32967,2.0355,9.5443,9.6252,9.4414,4.2610,7.8276,3.6840,-8.9088,-8.5674,-9.0537,0.0565,0.1361,-0.0415,0.0576,0.0910,0.0278,1.2743,1.5711,0.9906
COSMOS_32968,0.7398,8.8402,9.0291,8.6361,0.7993,1.0719,0.5797,-8.9373,-8.6462,-9.2244,-0.7125,-0.4870,-0.9604,1.0845,1.2859,0.9351,2.6146,3.5333,1.6661
COSMOS_32971,0.5909,8.5722,8.6451,8.5071,0.0954,0.1544,0.0672,-9.5895,-9.3621,-9.7729,-1.3866,-1.1419,-1.6291,0.0980,0.2057,0.0346,3.5745,4.2246,2.9541
COSMOS_32975,1.6181,9.1013,9.2968,8.9984,6.4078,7.2578,5.1958,-8.2728,-8.1550,-8.5799,-0.0834,0.0240,-0.2148,0.0568,0.0868,0.0308,0.4599,1.3172,0.1547
COSMOS_32977,0.6925,8.9471,9.0306,8.8326,0.0579,0.1477,0.0170,-10.2018,-9.6951,-10.7602,-0.4860,-0.1235,-0.9617,0.8218,1.0935,0.5663,3.8612,4.5514,3.0754
COSMOS_32978,0.9200,10.6927,10.7292,10.6640,10.0727,11.8851,8.6370,-9.6957,-9.6027,-9.7749,0.1705,0.1831,0.1409,0.7774,0.8715,0.7326,4.6213,5.1331,4.3095
COSMOS_32979,0.5125,8.9889,9.1247,8.8908,0.7168,1.4699,0.4019,-9.1599,-8.8272,-9.4143,-0.8877,-0.4571,-1.3791,0.2113,0.4498,0.0548,3.6645,4.1023,3.1870
COSMOS_32982,0.9285,10.1321,10.1804,10.0733,9.4175,11.0262,7.6401,-9.1647,-9.0468,-9.2719,0.1172,0.1672,0.0367,0.9386,1.0126,0.8642,2.4775,2.7753,2.1308
COSMOS_32983,1.8736,9.8746,9.9417,9.8158,12.1201,19.1131,8.3105,-8.7925,-8.5801,-8.9744,-0.1562,0.0027,-0.4218,0.1202,0.1903,0.0818,0.7202,1.1360,0.4267
COSMOS_32984,1.5258,8.9013,9.0203,8.7722,0.4878,0.7058,0.3519,-9.2098,-9.0054,-9.4004,-1.2511,-0.7991,-1.6597,0.0554,0.1634,0.0159,1.9941,2.4047,1.3946
COSMOS_32994,0.8338,8.4279,8.5789,8.2397,0.2086,0.3780,0.1238,-9.0729,-8.7345,-9.4370,-0.9813,-0.5740,-1.5696,0.1418,0.2777,0.0470,2.6337,3.2797,1.6576
COSMOS_33002,2.3468,10.4962,10.5931,10.3898,86.6584,134.8856,51.0502,-8.5475,-8.2684,-8.8707,0.0313,0.1169,-0.0843,0.7998,0.9370,0.7082,0.9073,1.2290,0.4042
COSMOS_33006,0.8699,8.6641,8.7479,8.4224,0.3046,1.0082,0.2209,-9.1959,-8.4198,-9.3725,-0.0699,0.0703,-0.3944,0.1159,0.5352,0.0364,2.6576,2.9674,1.4863
COSMOS_33007,0.8409,8.9083,8.9956,8.8024,0.0354,0.1062,0.0065,-10.3686,-9.8272,-11.1223,-0.5362,-0.1223,-1.0430,0.5830,0.8516,0.3116,3.6478,4.2817,2.9232
COSMOS_33010,0.6387,8.5863,8.7002,8.4298,0.2886,0.4331,0.1781,-9.1434,-8.8378,-9.4106,-0.1516,0.0865,-0.5178,0.4695,0.6811,0.2708,3.0399,3.7539,2.0081
COSMOS_33012,0.7456,8.6338,8.7504,8.4618,0.0539,0.1572,0.0138,-9.9317,-9.3166,-10.5540,-0.3622,0.0307,-1.0119,0.5798,0.9246,0.2932,3.3768,4.0076,2.4430
COSMOS_33014,1.5538,8.8689,9.0224,8.5483,1.0832,2.2576,0.8087,-8.7190,-8.4591,-8.9692,-0.6892,-0.1419,-1.3848,0.1009,0.1854,0.0352,1.4084,1.7422,0.7775
COSMOS_33019,1.6191,9.5921,9.6793,9.4931,1.9616,3.3814,1.2964,-9.2715,-9.0348,-9.5173,-0.1529,0.0680,-0.6308,0.4071,0.7833,0.2119,2.0329,2.4083,1.6347
COSMOS_33022,0.7514,9.0483,9.1004,8.9933,0.3974,0.6453,0.2845,-9.4483,-9.2335,-9.5961,-0.3850,-0.0316,-0.7337,0.2710,0.5930,0.1081,2.6356,3.0481,2.0646
COSMOS_33023,1.5238,9.4496,9.5463,9.3240,3.0498,4.3279,1.0164,-8.9665,-8.7202,-9.4519,-0.4388,0.0283,-0.6761,1.1850,1.4132,0.7600,1.9386,2.3561,1.3694
COSMOS_33025,2.1463,10.1088,10.1937,10.0288,5.4642,8.5272,3.2556,-9.3583,-9.1434,-9.6665,-1.3884,-1.0885,-1.7027,0.2276,0.3571,0.1323,1.1556,1.3663,0.9584
COSMOS_33026,1.9597,8.6144,8.8192,8.2918,0.6389,0.9001,0.4590,-8.7883,-8.3948,-9.1157,-0.3162,0.0078,-1.0287,0.0089,0.0223,0.0027,1.4003,1.6800,0.6577
COSMOS_33032,1.3283,8.6650,8.8136,8.4912,0.7334,0.8967,0.5653,-8.7979,-8.6406,-8.9639,-1.0358,-0.6832,-1.2494,0.2154,0.4790,0.0647,1.8887,2.3293,1.3060
COSMOS_33034,0.6865,8.6910,8.8194,8.4877,0.7505,0.9147,0.5706,-8.8104,-8.5409,-9.0557,0.1499,0.1777,0.1031,0.2803,0.3847,0.1275,3.5197,4.1940,2.7646
COSMOS_33040,0.8960,10.0101,10.1024,9.8559,4.3456,7.5191,3.5301,-9.3916,-8.9619,-9.5292,-0.6674,-0.3175,-0.9188,0.1955,0.2660,0.1091,2.4098,3.2266,1.4039
COSMOS_33041,1.8378,8.9396,9.1104,8.7647,1.5778,1.9452,1.3313,-8.7485,-8.5160,-8.9327,-0.2057,0.0733,-0.6887,0.1314,0.2025,0.0585,1.2785,1.6624,0.5576
COSMOS_33042,0.7384,9.0888,9.1662,8.9896,0.4434,0.8145,0.2604,-9.4476,-9.1031,-9.7043,-0.4031,-0.0637,-0.9574,0.2386,0.4454,0.0887,2.8902,3.5342,2.1045
COSMOS_33044,0.6649,8.4562,8.5720,8.3552,0.1406,0.2085,0.0959,-9.3309,-9.0624,-9.5200,-0.5693,-0.2560,-1.0702,0.1487,0.2727,0.0537,3.2769,3.9537,2.6389
COSMOS_33046,1.7047,9.4691,9.6002,9.3085,6.7668,8.9114,5.2091,-8.6471,-8.3727,-8.8776,0.0922,0.1535,-0.0106,0.5346,0.6425,0.4131,1.4091,1.7867,0.7707
COSMOS_33047,0.6667,9.9838,10.0075,9.9628,0.7430,2.0046,0.5353,-10.1172,-9.6661,-10.2651,-0.1607,-0.0241,-0.3344,0.2318,0.3233,0.1425,4.0197,4.2597,3.8512
COSMOS_33051,1.1858,8.8445,8.9538,8.7241,0.0309,0.1267,0.0029,-10.3670,-9.6778,-11.4062,-0.8507,-0.2735,-1.4371,0.8581,1.2022,0.5395,2.8575,3.4383,2.1377
COSMOS_33053,0.6732,9.9102,9.9442,9.8782,2.3988,2.7598,2.1399,-9.5312,-9.4499,-9.5988,0.1591,0.1807,0.1153,0.0501,0.0907,0.0218,4.2156,4.4439,4.0131
COSMOS_33057,2.6636,9.6243,9.8435,9.4299,26.9976,32.2015,23.1069,-8.1787,-7.9923,-8.3923,0.0640,0.1493,-0.0626,1.4701,1.6219,1.3403,0.4852,0.8480,0.1041
COSMOS_33059,1.0916,10.1521,10.2085,10.1051,49.4749,68.4830,38.4408,-8.4489,-8.2853,-8.6085,-0.5027,-0.3757,-0.5929,1.2144,1.3421,1.1025,1.4732,2.0097,1.0077
COSMOS_33067,0.8925,8.2656,8.4399,8.1019,0.5285,0.6486,0.4344,-8.5355,-8.3204,-8.7539,0.0685,0.1539,-0.0438,0.1430,0.2143,0.0287,0.9804,1.8493,0.3867
COSMOS_33068,1.0221,8.9439,9.0535,8.7788,0.6522,0.9871,0.4324,-9.1056,-8.8466,-9.3704,-0.4783,-0.1354,-1.3406,0.0769,0.2113,0.0274,2.3869,2.8477,1.8221
COSMOS_33071,1.2052,11.0169,11.0340,10.9990,0.0207,0.1110,0.0005,-12.6968,-11.9703,-14.2864,0.0128,0.0637,-0.0345,0.4889,0.5474,0.4347,3.2986,3.3773,3.1976
COSMOS_33075,0.6548,9.2916,9.4309,9.1781,0.2576,0.3445,0.1857,-9.9187,-9.7234,-10.0427,-1.1077,-0.5239,-1.4319,0.6315,0.7832,0.4055,4.2437,5.3906,3.4210
COSMOS_33076,0.5626,8.4569,8.5637,8.2590,0.0773,0.1547,0.0433,-9.5424,-9.1373,-9.8872,-1.3540,-0.2096,-1.7441,0.1497,0.2877,0.0619,2.6413,3.5050,1.4298
COSMOS_33077,0.8263,8.4805,8.5842,8.3576,0.1557,0.2889,0.0930,-9.2908,-8.9684,-9.5472,-0.8692,-0.4132,-1.4380,0.1578,0.4105,0.0457,2.5736,3.1930,1.6777
COSMOS_33078,1.9096,9.1690,9.3120,9.0316,1.5476,1.9105,1.1115,-9.0840,-8.7631,-9.1396,-0.8428,-0.3029,-1.0603,0.0202,0.0545,0.0082,2.4763,2.7655,1.3486
COSMOS_33079,1.4989,10.5042,10.5642,10.4437,29.4493,34.6742,23.7491,-9.0374,-8.9252,-9.1710,0.1703,0.1844,0.1347,1.4101,1.5082,1.3202,2.6249,2.9521,2.4046
