# objname, z,  logstellar_mass_median, logstellar_mass_errup, logstellar_mass_errdown, sfr_100myr_median, sfr_100myr_errup, sfr_100myr_errdown, logssfr_100myr_median, logssfr_100myr_errup, logssfr_100myr_errdown, logzsol_median, logzsol_errup, logzsol_errdown, tau_dust_median, tau_dust_errup, tau_dust_errdown, avg_age_median, avg_age_errup, avg_age_errdown
AEGIS_33374,2.3211,8.7032,8.8821,8.4077,1.3971,2.0056,0.9703,-8.5006,-8.2130,-8.8033,-1.0978,-0.3105,-1.4809,0.0338,0.0779,0.0106,0.7347,1.0810,0.3183
AEGIS_33379,1.7158,9.0753,9.2537,8.9117,1.0185,1.8770,0.7893,-9.0504,-8.6905,-9.2972,-0.6246,-0.2656,-1.2555,0.1317,0.3123,0.0394,1.6929,2.1013,0.9029
AEGIS_33381,2.3456,9.7239,9.8664,9.5783,15.0668,20.8787,9.3167,-8.5263,-8.2905,-8.8831,-0.1955,0.0465,-0.4586,0.6579,0.7785,0.5348,0.6998,1.1778,0.2861
AEGIS_33388,2.1711,10.1978,10.2322,10.1617,2.5291,3.9105,1.4819,-9.7964,-9.5964,-10.0446,-0.3863,0.0353,-0.7369,0.4597,0.6156,0.2273,1.6011,1.8312,1.4158
AEGIS_33390,1.1739,9.1750,9.2859,9.0147,1.1719,1.8651,0.8212,-9.1167,-8.7745,-9.3489,-0.1506,0.0443,-0.3838,0.1354,0.3413,0.0415,1.8946,2.4141,1.2202
AEGIS_33392,2.2519,8.4061,8.7494,8.0181,0.9309,1.4619,0.6447,-8.3500,-8.0561,-8.7623,-1.4080,-0.8617,-1.7633,0.6713,0.8268,0.5393,0.6579,1.1644,0.1856
AEGIS_33394,0.5277,8.7737,8.8639,8.6698,0.1363,0.1944,0.1057,-9.6270,-9.4401,-9.7853,-1.4261,-1.1291,-1.7141,0.0411,0.0878,0.0131,3.5536,4.6942,2.5605
AEGIS_33399,0.9194,10.5871,10.6567,10.5283,23.1252,27.1384,18.6010,-9.2343,-9.1138,-9.3700,-0.5936,-0.4535,-0.8636,0.5598,0.7021,0.4785,2.5471,2.9383,1.8358
AEGIS_33406,1.4752,9.0743,9.1804,8.8983,1.5743,2.1196,1.1142,-8.8399,-8.6680,-9.0939,-1.1543,-0.7487,-1.5106,0.0571,0.1259,0.0225,1.6389,2.0464,0.9964
AEGIS_33407,1.2064,8.9694,9.0730,8.8623,0.7484,0.9331,0.5782,-9.1064,-8.9311,-9.2541,-0.6716,-0.2973,-1.1306,0.0381,0.1183,0.0113,1.9141,2.2929,1.3662
AEGIS_33410,1.2133,9.8622,9.9037,9.8226,3.0365,4.6074,2.2086,-9.3784,-9.1663,-9.5492,-0.2119,-0.0834,-0.4015,0.2830,0.3758,0.2155,2.1978,2.5911,1.9557
AEGIS_33414,2.1017,10.3456,10.4010,10.2908,12.4041,16.1140,9.5240,-9.2491,-9.1030,-9.3964,-0.4082,-0.2576,-0.6015,1.3193,1.4533,1.1908,1.8195,1.9950,1.6537
AEGIS_33415,1.5091,8.2226,8.4314,7.9140,0.5185,0.6411,0.3939,-8.5036,-8.1987,-8.7227,-0.8554,-0.4853,-1.3560,0.0332,0.0752,0.0102,0.8593,1.4204,0.2875
AEGIS_33424,0.9248,9.8844,9.9329,9.8078,5.0433,7.6304,4.1163,-9.1411,-8.9431,-9.3078,-0.2221,-0.0767,-0.3564,0.8801,1.0642,0.7778,2.8322,3.0530,2.4369
AEGIS_33425,1.7103,8.7808,8.9387,8.6242,0.6908,1.1334,0.4673,-8.9426,-8.6414,-9.2107,-0.6545,-0.3012,-1.1071,0.0206,0.0669,0.0057,1.5038,2.0661,0.9156
AEGIS_33428,1.7276,8.7200,8.8428,8.5839,0.4390,0.6390,0.3142,-9.0747,-8.8378,-9.2672,-1.1244,-0.5677,-1.6413,0.0494,0.1358,0.0145,1.5039,1.8491,0.9384
AEGIS_33429,1.4063,9.0841,9.1488,8.9777,0.7502,1.1253,0.5877,-9.2174,-8.9257,-9.3646,-0.5811,-0.3390,-0.7699,0.0590,0.1130,0.0206,2.2338,2.4429,1.8572
AEGIS_33430,0.7115,9.5170,9.5652,9.4529,1.3058,1.9403,0.7945,-9.4120,-9.1939,-9.6275,-0.0973,0.0763,-0.3050,0.2140,0.3634,0.1339,3.5918,4.2384,2.9848
AEGIS_33432,1.9529,9.2234,9.3027,9.0761,1.4307,2.0772,0.9996,-9.0708,-8.8250,-9.2563,-1.4072,-1.0297,-1.7353,0.0691,0.1454,0.0244,1.1685,1.3977,0.7921
AEGIS_33434,1.4943,8.6157,8.8884,8.3256,0.9061,1.1841,0.7682,-8.6906,-8.3337,-8.8891,-1.0163,-0.5973,-1.6656,0.0282,0.0655,0.0087,1.4502,1.8824,0.5449
AEGIS_33440,1.4073,9.7335,9.8482,9.6275,4.0358,5.4653,2.8939,-9.1251,-8.8962,-9.3627,-0.2307,-0.0706,-0.4588,0.3074,0.4095,0.2123,2.1254,2.6146,1.6567
AEGIS_33441,2.3665,10.1593,10.2222,10.0696,5.5687,17.7021,3.4650,-9.4237,-8.8310,-9.6645,-0.1885,0.0317,-0.4422,0.1977,0.6837,0.0537,1.5661,1.9161,0.9266
AEGIS_33442,2.0848,9.9506,10.0286,9.8704,5.7037,7.6556,4.0826,-9.1877,-9.0433,-9.3562,-0.8532,-0.2681,-1.0626,0.1955,0.3083,0.1088,1.4670,1.7169,1.0929
AEGIS_33445,1.2865,10.6314,10.6830,10.5758,15.7598,22.5025,11.4203,-9.4293,-9.2447,-9.6169,-0.0649,0.0735,-0.2140,1.6565,1.7786,1.5582,2.3479,2.6665,2.0249
AEGIS_33449,1.6127,9.9763,10.0621,9.8794,3.2753,5.4924,2.0906,-9.4693,-9.1726,-9.6853,-0.4222,-0.0490,-0.8436,0.9398,1.2233,0.6756,1.8407,2.2248,1.2664
AEGIS_33453,2.5350,9.4070,9.5062,9.2679,2.3822,3.9010,1.7154,-9.0271,-8.7186,-9.2422,-0.0954,0.0901,-0.3529,0.0395,0.1006,0.0114,1.2114,1.3972,0.9596
AEGIS_33454,1.9482,10.1852,10.3017,10.0438,29.3576,39.8245,22.2819,-8.6859,-8.5044,-8.9120,-0.4207,-0.1972,-0.6516,1.0006,1.1561,0.8400,1.0674,1.4926,0.5582
AEGIS_33455,2.2381,10.3137,10.3697,10.2383,30.3185,37.7571,26.0568,-8.8258,-8.6941,-8.9327,-0.5665,-0.4880,-0.6542,0.8894,0.9746,0.7914,1.5201,1.7785,1.3802
AEGIS_33456,1.2068,8.8965,8.9742,8.7758,0.6686,0.8456,0.5083,-9.0755,-8.8504,-9.2582,-0.5642,-0.3687,-0.8706,0.0703,0.1557,0.0237,2.0942,2.4803,1.5689
AEGIS_33458,0.6955,9.9076,9.9964,9.8048,6.9201,12.7509,3.1796,-9.1055,-8.7058,-9.4823,-0.0317,0.1100,-0.2447,0.8944,1.1361,0.7016,3.3732,3.9144,2.7647
AEGIS_33462,2.2707,9.4160,9.5261,9.3047,11.5377,16.2155,8.7159,-8.3699,-8.2055,-8.5671,-0.0263,0.1218,-0.5392,0.1118,0.1858,0.0815,0.3982,0.8873,0.1805
AEGIS_33464,0.7700,10.3291,10.3620,10.2976,3.0262,4.3253,2.1124,-9.8491,-9.6746,-10.0148,0.0317,0.1198,-0.1275,0.6183,0.7172,0.5209,3.8599,4.3174,3.5559
AEGIS_33465,1.2036,9.3000,9.3702,9.1715,1.2698,2.8911,1.0267,-9.1649,-8.7220,-9.3337,-0.5417,-0.4167,-0.8778,0.1125,0.5411,0.0443,2.4296,3.0353,1.2747
AEGIS_33467,0.8159,9.0578,9.1690,8.8839,0.2898,0.7699,0.0851,-9.5899,-9.0377,-10.2090,-1.3941,-0.8328,-1.7750,0.2694,0.5018,0.0954,3.0355,3.8046,1.9650
AEGIS_33468,1.7531,9.6040,9.6613,9.5274,1.1357,1.5887,0.8414,-9.5438,-9.3426,-9.7148,-0.0084,0.1012,-0.1378,0.0904,0.2117,0.0242,2.3615,2.4847,2.1368
AEGIS_33471,2.1095,10.4184,10.5072,10.3164,25.1321,35.3836,17.7566,-9.0152,-8.7889,-9.2413,-0.2038,0.0369,-0.5253,1.1833,1.3608,1.0404,1.4692,1.6775,1.2588
AEGIS_33472,1.2112,9.1600,9.2452,8.9767,1.2066,1.5716,0.9689,-9.0631,-8.8323,-9.2216,-0.9832,-0.6353,-1.2531,0.0415,0.1389,0.0106,1.9914,2.3897,1.5041
AEGIS_33473,1.1033,8.7594,8.9376,8.5867,0.0594,0.2019,0.0081,-10.0136,-9.3914,-10.9259,-0.6236,-0.1371,-1.2549,1.0595,1.5311,0.6319,2.8673,3.4615,2.1852
AEGIS_33480,1.7756,9.1693,9.4601,9.0487,3.1804,3.9407,2.6175,-8.6636,-8.5060,-8.9951,-0.4824,-0.2712,-0.9653,0.0099,0.0252,0.0030,0.8952,1.5001,0.6040
AEGIS_33484,0.9518,10.5890,10.6421,10.5029,18.9320,27.7638,13.1955,-9.3198,-9.0753,-9.5039,-0.3074,-0.2008,-0.4303,1.1490,1.2597,1.0395,2.9988,3.4692,2.5135
AEGIS_33485,2.4195,9.8010,9.9621,9.7023,14.0354,24.1971,6.4893,-8.7356,-8.3536,-9.0541,-1.0343,-0.8602,-1.4344,0.1861,0.4420,0.0899,0.7448,1.0059,0.3730
AEGIS_33487,2.1931,9.9079,10.0469,9.8014,18.4812,23.8829,10.0442,-8.6228,-8.4577,-9.0383,-0.4940,-0.2827,-0.7421,0.4165,0.4956,0.3076,1.1180,1.4484,0.7014
AEGIS_33494,0.9051,8.7704,8.9049,8.6599,0.4086,0.9111,0.2618,-9.1655,-8.7410,-9.4257,-0.4630,-0.2176,-1.2676,0.1154,0.2703,0.0323,2.3038,2.8479,1.5865
AEGIS_33495,1.6632,9.9679,10.0779,9.8783,6.0510,9.9255,5.0183,-9.1713,-8.9965,-9.3351,-0.4770,-0.3022,-0.7376,0.7675,0.9999,0.6690,1.5503,1.9038,1.1794
AEGIS_33496,1.9969,9.0650,9.2441,8.8759,4.1600,6.1845,2.7891,-8.4388,-8.1571,-8.7212,-0.3929,-0.1462,-0.6096,0.8945,1.1042,0.6774,0.6702,1.2757,0.2512
AEGIS_33500,1.1255,9.1630,9.3086,8.8167,2.1647,6.3169,1.3512,-8.8294,-8.0025,-9.1632,-0.1131,0.0250,-0.2743,0.2040,0.3905,0.0503,1.9044,2.7429,0.2021
AEGIS_33503,0.9855,8.8926,8.9648,8.8027,0.3576,0.5767,0.2152,-9.3529,-9.1282,-9.5468,-1.5914,-1.2979,-1.8224,0.0671,0.1506,0.0206,2.2656,2.9022,1.7369
AEGIS_33504,1.3642,8.5817,8.8525,8.4099,1.3479,1.6708,1.0675,-8.4643,-8.2252,-8.7644,-0.6043,-0.1086,-1.1572,0.0431,0.0993,0.0158,1.3665,1.7222,0.6419
AEGIS_33506,2.3013,9.4094,9.5261,9.3227,5.5449,6.7580,4.3950,-8.6543,-8.5109,-8.8711,0.0289,0.1298,-0.1054,0.0257,0.0434,0.0103,1.1941,1.4155,0.7789
AEGIS_33508,0.9512,9.2158,9.2879,9.1261,1.6745,2.0151,1.4275,-8.9852,-8.8482,-9.1211,0.1631,0.1820,0.1238,0.4300,0.5468,0.3580,3.2470,3.4906,2.9624
AEGIS_33509,1.4764,8.7846,8.9442,8.5524,0.6395,0.9289,0.3096,-8.9868,-8.6081,-9.4494,-1.3819,-1.2340,-1.7234,0.2895,0.6713,0.0808,1.9327,2.2219,1.2601
AEGIS_33513,1.2671,9.1948,9.2677,9.0887,0.8540,1.2710,0.4614,-9.2529,-8.9867,-9.5712,-0.9728,-0.6877,-1.2889,0.0690,0.1535,0.0219,1.8722,2.2168,1.3592
AEGIS_33520,2.6779,10.5208,10.5741,10.4535,12.0321,19.8288,6.7962,-9.4392,-9.1851,-9.7187,-0.0769,0.1053,-0.3197,0.7977,0.9928,0.5825,1.1906,1.4040,0.9882
AEGIS_33522,0.9079,8.5288,8.9469,8.4439,0.9726,1.0450,0.6890,-8.5400,-8.4482,-9.0617,0.0078,0.1354,-0.0724,0.4021,0.4344,0.2579,1.9352,3.1751,1.4278
AEGIS_33523,0.8944,8.2321,8.8064,8.1274,1.2067,1.3488,0.8413,-8.1408,-8.0167,-8.9146,-0.0344,0.1546,-0.1630,0.7536,0.8514,0.3573,0.5376,3.4680,0.1745
AEGIS_33530,2.5510,9.6114,9.7968,9.4098,8.3088,14.4224,4.4276,-8.6684,-8.3823,-9.0259,-0.3239,0.0171,-0.9399,0.5920,0.9756,0.3424,0.9522,1.3354,0.5110
AEGIS_33533,2.3830,9.2271,9.4554,8.8610,1.5841,3.3623,0.7786,-8.9943,-8.4660,-9.4145,-0.8179,-0.1996,-1.4775,0.4249,0.7913,0.1759,1.1975,1.5280,0.6577
AEGIS_33534,1.0901,9.2657,9.3468,9.1879,1.0429,1.3596,0.7600,-9.2615,-9.0992,-9.4271,-0.6853,-0.4602,-0.9659,0.0868,0.1836,0.0289,2.3395,2.7529,1.8811
AEGIS_33535,1.6645,10.2875,10.3312,10.2385,8.7291,16.3852,6.7506,-9.3324,-9.0884,-9.4739,-0.5644,-0.3602,-0.8001,0.1739,0.5862,0.0929,1.8242,2.0830,1.4968
AEGIS_33536,1.6174,9.4281,9.5185,9.3184,1.2839,2.3353,0.8951,-9.3121,-9.0571,-9.4657,-1.1042,-0.7473,-1.4739,0.0478,0.1036,0.0177,1.6387,1.9453,1.1591
AEGIS_33538,1.2389,9.0376,9.1955,8.8236,1.0967,2.1376,0.7231,-8.9732,-8.5973,-9.2238,-0.6141,-0.2925,-1.3154,0.0812,0.1986,0.0234,1.9462,2.5605,1.1172
AEGIS_33539,0.8923,8.0667,8.2045,7.8960,0.0110,0.0433,0.0014,-10.0519,-9.3152,-10.9720,-1.0212,-0.4218,-1.5806,0.8304,1.1909,0.4804,3.2570,4.0015,2.2985
AEGIS_33540,1.9212,10.4162,10.4657,10.3495,22.1698,45.8437,11.1642,-9.0836,-8.6820,-9.4097,-0.1881,-0.0255,-0.5234,0.4533,0.7125,0.2970,1.7070,1.9429,1.2600
AEGIS_33542,0.7585,9.9613,10.0009,9.8968,1.6744,3.2279,1.1024,-9.7339,-9.4172,-9.9512,-0.3641,-0.1062,-0.5465,0.2152,0.3262,0.1214,3.3958,3.8093,2.8493
AEGIS_33543,0.7586,10.8319,10.8897,10.8011,3.8710,5.3453,2.6946,-10.2576,-10.1085,-10.4080,-0.0026,0.1047,-0.1866,0.6327,0.7395,0.5706,4.3174,5.2316,3.9817
AEGIS_33547,1.3248,9.7368,9.8001,9.6610,1.0505,1.7019,0.5826,-9.7221,-9.4462,-10.0184,-0.1927,0.0471,-0.5401,0.8718,1.1175,0.6330,2.3236,2.9901,1.8454
AEGIS_33548,0.9825,9.5837,9.6347,9.5102,1.6193,2.1312,1.2530,-9.3629,-9.2243,-9.5008,0.0386,0.1235,-0.0867,0.2533,0.3779,0.1677,2.9484,3.1607,2.2387
AEGIS_33551,1.5307,11.4111,11.4690,11.3328,183.8554,257.9002,148.5037,-9.1454,-8.9341,-9.2952,-0.1840,-0.0785,-0.2755,1.0416,1.2052,0.9605,2.1873,2.5321,1.3920
AEGIS_33553,1.3397,9.6271,9.7064,9.5667,5.9313,7.7793,2.5541,-8.8949,-8.7449,-9.1505,-1.1086,-0.7773,-1.3418,0.1933,0.3077,0.0466,1.6745,1.8520,1.4791
AEGIS_33555,1.4444,9.5085,9.6409,9.3820,1.8916,4.0540,1.0786,-9.2592,-8.8258,-9.5573,-0.6249,-0.0334,-1.2694,0.4285,0.7597,0.1704,1.8222,2.3361,1.4623
AEGIS_33556,1.7969,10.4013,10.5059,10.3188,96.9903,134.8585,70.6365,-8.4210,-8.1992,-8.6364,-0.2503,-0.1950,-0.3119,1.3483,1.4174,1.2691,0.9135,1.2847,0.6310
AEGIS_33558,1.8922,9.1608,9.3147,8.9258,1.7167,3.6096,1.2443,-8.9001,-8.4483,-9.1689,-0.5472,-0.1946,-1.1054,0.1103,0.2325,0.0394,1.3818,1.8383,0.7494
AEGIS_33566,0.5508,8.4136,8.5333,8.2482,0.0935,0.1899,0.0452,-9.4371,-9.0297,-9.8205,-1.2054,-0.7046,-1.6700,0.2173,0.4096,0.0783,3.3766,4.1919,2.2531
AEGIS_33570,1.3035,9.2184,9.3192,9.0772,0.7154,0.9359,0.5299,-9.3878,-9.1212,-9.5430,-1.1303,-0.7076,-1.3045,0.0841,0.1612,0.0341,2.5362,3.8855,2.0173
AEGIS_33571,2.1440,10.3312,10.4841,10.1212,25.0102,46.2661,6.8283,-8.9474,-8.4662,-9.6438,-0.2547,0.0190,-0.6250,1.4999,1.7517,1.2399,1.3157,1.5914,0.7416
AEGIS_33574,0.9856,9.0517,9.1252,8.9593,0.5856,0.8537,0.3950,-9.3019,-9.0438,-9.5118,-0.0378,0.1108,-0.2444,0.1722,0.3293,0.0554,2.8532,3.5382,2.3896
AEGIS_33575,1.2719,9.2991,9.3525,9.1835,1.5930,3.5069,1.1897,-9.0754,-8.6412,-9.2642,-0.1491,0.0210,-0.3908,0.0552,0.2589,0.0178,2.1354,2.3846,1.6352
AEGIS_33579,1.5754,10.6468,10.7012,10.6052,0.6323,1.5742,0.2675,-10.8644,-10.4137,-11.2695,-0.1771,-0.0692,-0.2685,0.3652,0.5000,0.2593,2.6500,3.2695,2.3557
AEGIS_33582,2.3105,9.1003,9.2914,8.7003,2.0592,3.4684,1.2498,-8.6618,-8.2620,-9.1178,-1.0158,-0.4114,-1.6370,0.2207,0.3874,0.0921,0.8686,1.2282,0.4446
AEGIS_33587,0.7272,9.4305,9.4954,9.3669,0.6509,1.1858,0.3748,-9.6215,-9.3259,-9.9024,-0.0184,0.1157,-0.2112,0.7357,0.9051,0.5698,2.7997,3.3395,1.9193
AEGIS_33588,1.9970,10.3907,10.4762,10.2922,15.2299,22.3532,10.0981,-9.2073,-8.9552,-9.4530,-0.0749,0.1059,-0.3162,1.4837,1.6664,1.3184,1.5490,1.8485,1.2767
AEGIS_33589,1.1735,9.3600,9.4254,9.2819,1.3782,2.1662,0.9613,-9.2080,-8.9857,-9.4270,-0.0000,0.1264,-0.1320,0.4836,0.6554,0.3300,2.4011,2.9039,1.9434
AEGIS_33590,1.2114,9.4640,9.5319,9.4126,0.6163,0.9677,0.3550,-9.6924,-9.4680,-9.9297,-0.4227,-0.1412,-0.8244,0.1546,0.3230,0.0474,2.4641,2.6966,2.2271
AEGIS_33598,1.1213,9.0071,9.0921,8.8520,0.3680,0.7750,0.2015,-9.4056,-9.0541,-9.7293,-1.2850,-0.5545,-1.6159,0.3196,0.6250,0.1211,2.2770,3.0302,1.4382
AEGIS_33599,1.5033,8.8660,9.0183,8.6055,0.6434,1.0336,0.4270,-9.0246,-8.6098,-9.3531,-1.1737,-0.5686,-1.6770,0.1321,0.3289,0.0520,1.6134,2.0783,1.0556
AEGIS_33602,2.2430,10.1580,10.2061,10.1041,2.3520,4.6514,0.7439,-9.7776,-9.4583,-10.3374,-0.9176,-0.5483,-1.2060,0.1884,0.3561,0.0814,1.5063,1.6757,1.1470
AEGIS_33604,1.3965,10.1758,10.2235,10.1247,5.8668,7.8462,4.0128,-9.4084,-9.2483,-9.5874,-0.2638,-0.0388,-0.5441,0.3154,0.4411,0.2028,2.1434,2.4103,1.6012
AEGIS_33612,1.4147,9.2966,9.3993,9.1689,1.1146,1.8709,0.6917,-9.2415,-8.9870,-9.4481,-1.0973,-0.4422,-1.4936,0.2892,0.5378,0.0913,1.9080,2.3363,1.5727
AEGIS_33614,0.7825,8.7345,8.8432,8.6230,0.5537,2.0650,0.4373,-8.8950,-8.4800,-9.1050,-0.4718,-0.1133,-1.0011,0.0416,0.2979,0.0106,1.6097,2.4214,0.8876
AEGIS_33615,2.7759,9.3467,9.5388,9.1750,12.4956,17.2605,1.3755,-8.2165,-8.0142,-9.3639,-1.1899,0.0199,-1.5911,1.1965,1.3993,0.0691,0.5714,1.4996,0.1538
AEGIS_33618,1.6586,9.5426,9.6039,9.4614,2.4312,3.3671,1.9573,-9.1574,-8.9828,-9.2811,-0.1083,0.0546,-0.2826,0.0753,0.1795,0.0259,1.9441,2.1109,1.6597
AEGIS_33621,2.5638,9.7481,9.9914,9.5982,20.5201,25.6744,16.0096,-8.4512,-8.2330,-8.7228,-0.2013,-0.0043,-0.5234,0.6196,0.7473,0.5301,0.6746,1.0846,0.3267
AEGIS_33624,1.3989,9.8367,9.8867,9.7795,2.5401,3.2011,1.8385,-9.4444,-9.3005,-9.5878,-0.8284,-0.5877,-1.0783,0.0728,0.1881,0.0245,2.1223,2.6528,1.8405
AEGIS_33625,0.9043,9.1357,9.2970,8.8226,2.7951,5.5132,1.2507,-8.6314,-8.1842,-9.1826,-1.0635,-0.7176,-1.3714,0.5024,0.7743,0.1498,1.4635,2.6701,0.4606
AEGIS_33628,0.7790,8.3307,8.5287,8.1259,1.0211,1.3017,0.7047,-8.3139,-8.0442,-8.6046,-0.0747,0.0597,-0.2293,0.0570,0.0963,0.0253,0.9075,2.3338,0.2877
AEGIS_33633,0.8212,9.9418,10.0223,9.8806,3.5852,4.9400,2.6635,-9.3902,-9.1799,-9.5762,-0.0930,0.0272,-0.2069,0.9216,1.0131,0.8637,3.2724,4.0772,2.7870
AEGIS_33634,2.6984,9.5812,9.7462,9.3707,6.8952,9.8687,5.4442,-8.7236,-8.4116,-8.9491,-0.2117,0.0598,-1.2797,0.1092,0.2160,0.0512,0.8682,1.1401,0.5148
AEGIS_33636,1.2777,9.5724,9.6801,9.4774,0.2070,0.6590,0.0163,-10.3208,-9.7025,-11.3993,-0.7653,-0.2615,-1.3585,0.7386,1.0220,0.4655,2.7303,3.3339,2.2304
AEGIS_33638,1.2502,10.3432,10.4047,10.2731,21.6620,38.9093,16.9549,-8.9863,-8.7631,-9.1554,-0.0598,0.0575,-0.2349,1.4605,1.5682,1.3503,2.0136,2.3512,1.7408
AEGIS_33640,1.2299,10.0622,10.1244,9.9869,7.5815,10.4225,5.5348,-9.1824,-8.9910,-9.3670,-0.0374,0.1006,-0.2119,0.9079,1.0418,0.8200,2.1911,2.8116,1.4561
AEGIS_33641,0.6226,8.8856,8.9945,8.7880,0.0957,0.1837,0.0413,-9.9374,-9.5854,-10.2972,-0.9769,-0.5782,-1.5014,0.2407,0.4352,0.1176,3.8314,4.5570,3.0904
AEGIS_33645,1.2464,9.0237,9.1158,8.8857,0.4685,0.7563,0.3207,-9.3406,-9.0264,-9.5857,-0.9791,-0.5680,-1.3960,0.1359,0.2704,0.0500,2.1258,2.5220,1.4971
AEGIS_33647,1.5017,9.6918,9.9202,9.5195,0.8410,2.3914,0.1886,-9.8328,-9.2748,-10.4347,-0.4833,-0.0271,-1.0940,0.6237,1.0008,0.3263,2.1065,2.6365,1.5660
AEGIS_33648,1.6270,9.5857,9.6669,9.4808,1.9508,3.1824,1.0157,-9.3070,-8.9936,-9.6092,-0.7706,-0.4311,-1.0954,0.1669,0.3299,0.0523,1.7456,2.1152,1.3173
AEGIS_33651,2.2609,10.7473,10.7694,10.7278,2.0337,4.3344,0.8709,-10.4555,-10.1088,-10.8101,-0.5124,-0.3194,-0.7485,0.1336,0.2069,0.0505,1.6477,1.9653,1.4718
AEGIS_33652,1.5924,9.5710,9.7123,9.3707,7.0905,13.5426,4.3746,-8.6608,-8.3800,-9.0347,-0.6832,-0.4448,-1.0381,0.8145,1.0567,0.6003,1.1137,2.0097,0.4254
AEGIS_33653,0.9978,9.2969,9.4217,9.2332,0.4513,0.7898,0.2363,-9.6861,-9.3983,-9.9409,-0.4381,-0.1209,-1.1872,0.4259,0.8091,0.2342,2.6286,3.1378,2.1715
AEGIS_33654,1.3111,9.2601,9.3902,9.0834,0.4632,1.1163,0.1135,-9.6084,-9.0991,-10.2689,-0.4870,-0.0362,-1.2076,1.2375,1.6241,0.8821,2.3522,2.9274,1.6972
AEGIS_33656,1.3691,9.0641,9.1443,8.8920,1.0697,1.3562,0.9662,-9.0363,-8.7696,-9.1432,-0.0210,0.0994,-0.1004,0.0421,0.1163,0.0125,2.3869,2.7807,1.6979
AEGIS_33661,0.8180,8.4718,8.6032,8.2978,0.0596,0.1425,0.0235,-9.6917,-9.2078,-10.1827,-0.7286,-0.1528,-1.3813,0.2922,0.5556,0.1105,3.1107,3.8258,2.1416
AEGIS_33670,2.9679,9.8239,9.9239,9.7031,8.2140,10.6138,5.8861,-8.9280,-8.6892,-9.1279,-0.6288,-0.3407,-1.0088,0.0797,0.1536,0.0356,1.0023,1.1518,0.7550
AEGIS_33673,0.5602,8.3842,8.5620,8.1234,0.1935,0.3135,0.1148,-9.1385,-8.6915,-9.4397,-0.6982,-0.2247,-1.1952,0.1840,0.3976,0.0585,2.7575,4.2813,1.0652
AEGIS_33674,0.9789,9.2342,9.3246,9.1539,0.9093,1.3841,0.5382,-9.2712,-9.0923,-9.5085,-0.4833,-0.2409,-0.8250,0.1217,0.3792,0.0397,2.7171,3.1954,2.2189
AEGIS_33675,2.3166,9.8176,9.9200,9.7295,8.1527,13.1155,4.2324,-8.9572,-8.7459,-9.1249,-1.4439,-1.1968,-1.7418,0.1163,0.2607,0.0386,0.6266,0.8844,0.3290
AEGIS_33677,2.4195,10.7000,10.8277,10.5672,52.1234,69.8017,17.0825,-8.9639,-8.7660,-9.5842,-0.3971,-0.1922,-0.6781,0.8898,0.9826,0.6164,1.0720,1.4436,0.6511
AEGIS_33679,1.0207,8.9825,9.0841,8.8823,1.5870,2.1056,1.2766,-8.7851,-8.5840,-8.9410,-0.1781,-0.0638,-0.3082,0.0545,0.1178,0.0193,1.6019,2.0670,1.0739
AEGIS_33680,0.7567,10.1192,10.1690,10.0664,17.7014,24.1252,13.6191,-8.8647,-8.6959,-9.0193,-0.1450,-0.0787,-0.2735,0.2111,0.2329,0.1936,2.9287,3.3746,2.6602
AEGIS_33684,0.9967,8.5622,8.7169,8.3722,0.2919,0.4576,0.1969,-9.0786,-8.7230,-9.3791,-1.3101,-0.7570,-1.7230,0.1103,0.2471,0.0350,2.3282,3.0570,1.4440
AEGIS_33689,1.8851,10.0883,10.1569,9.9916,10.3671,14.3489,7.8033,-9.0809,-8.8377,-9.2475,-0.3618,-0.1577,-0.5654,0.2000,0.2746,0.1014,1.7886,2.0435,1.2520
AEGIS_33691,0.8731,8.2898,8.4130,8.1309,0.1265,0.2095,0.0765,-9.1847,-8.8546,-9.4442,-0.9830,-0.5121,-1.4188,0.0980,0.2495,0.0286,2.7645,3.4873,2.0377
AEGIS_33694,0.6530,8.3645,8.5038,8.1997,0.0290,0.1008,0.0048,-9.9199,-9.2715,-10.7595,-0.8832,-0.3121,-1.4667,0.7163,1.1087,0.3891,3.7078,4.5030,2.6776
AEGIS_33696,0.7288,8.8076,8.9022,8.6637,0.2436,0.3786,0.1355,-9.4294,-9.1101,-9.7184,-0.6531,-0.2884,-1.2502,0.3526,0.6597,0.1902,3.1673,3.8302,2.2199
AEGIS_33697,1.1012,9.6800,9.7563,9.5275,3.4391,4.3903,2.5695,-9.1668,-8.9176,-9.2816,-0.6691,-0.4913,-0.8802,0.6318,0.7124,0.5161,2.7236,3.0010,1.6169
AEGIS_33698,1.3324,9.2159,9.3146,9.0443,1.2648,1.8925,0.9297,-9.0945,-8.7633,-9.3082,-1.1916,-0.7612,-1.6821,0.1467,0.2302,0.0595,2.1967,2.6184,1.5510
AEGIS_33704,2.4794,9.7565,9.8509,9.6612,2.4334,6.0258,1.0281,-9.3887,-8.9451,-9.7519,-0.8493,-0.1631,-1.3601,0.2388,0.5429,0.0946,1.0728,1.3408,0.7502
