# objname, z, logm_median, logm_errup, logm_errdown, logsfr_median, logsfr_errup, logsfr_errdown, fagn_median, fagn_errup, fagn_errdown, fmir_median, fmir_errup, fmir_errdown, ssfr_100_median, ssfr_100_errup, ssfr_100_errdown, massmet_2_median, massmet_2_errup, massmet_2_errdown, dust2_median, dust2_errup, dust2_errdown, avg_age_median, avg_age_errup, avg_age_errdown 
435223,0.672,9.552,9.620,9.486,-0.743,-0.459,-1.023,0.001,0.010,0.000,0.012,0.138,0.001,-10.303,-9.993,-10.598,-1.060,-0.808,-1.401,0.219,0.392,0.089,4.486,5.342,3.877
435306,0.462,8.954,9.043,8.851,-1.395,-1.038,-1.820,1.558,2.058,1.126,0.949,0.970,0.918,-10.372,-9.922,-10.814,-1.271,-0.896,-1.610,0.407,0.551,0.259,4.708,5.458,3.851
435313,0.692,10.857,10.884,10.823,1.291,1.507,1.117,0.001,0.003,0.000,0.006,0.030,0.001,-9.568,-9.337,-9.748,-0.052,0.081,-0.213,0.370,0.466,0.308,3.549,3.867,3.199
435316,0.446,9.091,9.129,9.044,-2.055,-1.479,-3.196,0.000,0.004,0.000,0.004,0.052,0.001,-11.146,-10.549,-12.310,-1.892,-1.765,-1.953,0.511,0.596,0.437,5.423,5.989,4.820
435325,0.629,9.440,9.490,9.381,-0.227,-0.024,-0.374,0.000,0.004,0.000,0.011,0.099,0.001,-9.652,-9.450,-9.826,-1.533,-1.339,-1.715,0.059,0.123,0.020,3.451,3.931,2.973
435359,0.353,9.567,9.613,9.512,-0.202,-0.105,-0.299,0.001,0.005,0.000,0.008,0.055,0.001,-9.771,-9.653,-9.873,-0.621,-0.427,-0.784,0.273,0.345,0.189,4.682,5.278,3.989
435364,0.606,10.155,10.173,10.133,-0.257,-0.168,-0.363,0.001,0.002,0.000,0.009,0.025,0.003,-10.414,-10.323,-10.519,-1.942,-1.894,-1.967,0.342,0.371,0.312,5.486,5.931,5.144
435377,0.440,9.930,9.989,9.860,0.406,0.507,0.306,0.001,0.009,0.000,0.005,0.072,0.000,-9.520,-9.367,-9.659,-0.679,-0.439,-0.885,0.622,0.712,0.517,4.053,4.595,3.477
435379,0.698,9.237,9.352,9.123,-0.134,0.046,-0.324,0.001,0.044,0.000,0.011,0.323,0.001,-9.379,-9.120,-9.636,-1.065,-0.664,-1.529,0.366,0.526,0.222,2.819,3.482,2.024
435390,0.717,9.861,9.936,9.747,0.397,0.616,0.242,0.001,0.010,0.000,0.006,0.070,0.001,-9.457,-9.168,-9.663,-0.108,0.097,-0.596,0.770,0.973,0.607,2.932,3.486,2.047
435392,0.317,9.332,9.374,9.284,-0.712,-0.599,-0.799,0.000,0.002,0.000,0.008,0.057,0.001,-10.042,-9.923,-10.140,-0.671,-0.557,-0.791,0.031,0.065,0.010,5.161,5.718,4.610
435411,0.302,8.698,8.777,8.605,-0.707,-0.528,-0.827,0.001,0.014,0.000,0.016,0.281,0.001,-9.403,-9.225,-9.542,-0.925,-0.701,-1.200,0.051,0.112,0.017,3.993,4.648,3.134
435420,0.682,9.131,9.194,9.052,-1.234,-0.777,-1.855,0.001,0.012,0.000,0.007,0.111,0.001,-10.364,-9.858,-11.023,-0.123,0.086,-0.512,0.485,0.750,0.260,4.297,4.927,3.665
435461,0.299,9.395,9.453,9.340,-0.658,-0.524,-0.795,0.000,0.002,0.000,0.005,0.029,0.001,-10.052,-9.916,-10.191,-0.654,-0.496,-0.827,0.195,0.266,0.133,5.749,6.537,5.073
435463,0.662,10.864,10.879,10.845,-2.678,-1.783,-4.800,0.000,0.005,0.000,0.010,0.094,0.001,-13.540,-12.650,-15.666,-0.195,-0.071,-0.315,0.102,0.160,0.048,4.865,5.165,4.596
435472,0.451,10.118,10.187,10.079,-2.093,-1.472,-3.350,0.000,0.005,0.000,0.006,0.070,0.001,-12.227,-11.602,-13.467,-0.658,-0.436,-0.905,0.374,0.487,0.246,6.056,7.397,5.435
435479,0.297,9.281,9.333,9.232,-0.453,-0.316,-0.573,0.001,0.005,0.000,0.009,0.064,0.001,-9.738,-9.574,-9.882,-0.711,-0.543,-0.888,0.237,0.312,0.160,4.679,5.223,4.044
435487,0.344,9.601,9.653,9.556,-0.548,-0.443,-0.661,0.001,0.004,0.000,0.007,0.049,0.001,-10.159,-10.038,-10.271,-0.647,-0.479,-0.829,0.231,0.303,0.157,5.445,5.972,4.901
435491,0.592,9.728,9.817,9.601,0.775,0.818,0.673,0.001,0.040,0.000,0.005,0.346,0.001,-8.956,-8.816,-9.132,-0.455,-0.333,-0.561,0.349,0.429,0.230,3.372,4.018,2.349
435530,0.677,10.307,10.359,10.226,1.009,1.192,0.835,0.001,0.008,0.000,0.006,0.060,0.000,-9.301,-9.034,-9.517,-0.058,0.122,-0.403,0.715,0.947,0.581,3.195,3.604,2.758
435543,0.441,9.590,9.644,9.532,-0.237,-0.114,-0.363,0.001,0.014,0.000,0.019,0.188,0.001,-9.837,-9.689,-9.962,-0.943,-0.732,-1.207,0.187,0.278,0.109,4.466,4.934,4.011
435563,0.435,9.991,10.026,9.951,0.042,0.150,-0.059,0.000,0.002,0.000,0.002,0.021,0.000,-9.948,-9.832,-10.053,-0.479,-0.305,-0.680,0.335,0.434,0.249,4.845,5.214,4.379
435577,0.706,9.573,9.674,9.464,0.559,0.666,0.442,0.000,0.002,0.000,0.002,0.016,0.000,-9.017,-8.814,-9.215,0.057,0.145,-0.130,0.682,0.806,0.576,2.556,3.092,1.888
435580,0.645,9.540,9.588,9.477,-1.931,-1.256,-3.095,0.001,0.009,0.000,0.012,0.140,0.001,-11.489,-10.767,-12.661,-0.820,-0.515,-1.239,0.286,0.508,0.106,4.597,5.128,3.942
435639,0.349,9.106,9.137,9.057,-3.047,-2.392,-4.611,0.000,0.002,0.000,0.004,0.029,0.001,-12.160,-11.488,-13.714,-1.954,-1.918,-1.972,0.349,0.418,0.306,6.007,6.604,5.287
435642,0.762,9.768,9.815,9.715,-0.256,-0.008,-0.507,0.001,0.008,0.000,0.006,0.073,0.001,-10.021,-9.732,-10.311,-0.191,-0.009,-0.442,0.379,0.560,0.233,3.938,4.296,3.565
435659,0.790,9.546,9.629,9.451,-0.204,0.043,-0.445,0.030,0.234,0.000,0.197,0.670,0.003,-9.762,-9.459,-10.008,-1.064,-0.705,-1.451,0.573,0.765,0.341,3.326,3.824,2.710
435666,0.298,8.903,8.957,8.843,-0.863,-0.747,-0.976,0.000,0.005,0.000,0.014,0.117,0.002,-9.766,-9.635,-9.883,-0.999,-0.830,-1.184,0.045,0.090,0.016,4.892,5.440,4.295
435667,0.730,10.173,10.231,10.121,0.600,0.707,0.440,0.001,0.005,0.000,0.006,0.052,0.001,-9.582,-9.454,-9.745,-0.693,-0.470,-0.866,0.367,0.453,0.273,3.501,3.893,3.105
435682,0.601,9.971,9.986,9.957,-3.158,-2.234,-5.164,0.000,0.001,0.000,0.003,0.017,0.001,-13.133,-12.206,-15.128,-1.971,-1.959,-1.977,0.246,0.264,0.228,5.055,5.382,4.788
435691,0.539,9.258,9.333,9.186,-0.763,-0.522,-1.036,0.001,0.010,0.000,0.018,0.169,0.001,-10.030,-9.772,-10.306,-0.674,-0.385,-1.042,0.200,0.381,0.071,4.020,4.616,3.302
435700,0.382,9.408,9.492,9.358,0.249,0.377,0.092,0.002,0.010,0.000,0.032,0.139,0.002,-9.167,-9.047,-9.333,-0.619,-0.486,-0.754,0.159,0.228,0.100,3.429,4.378,2.684
435724,0.661,9.575,9.657,9.517,0.322,0.530,-0.328,0.037,0.304,0.001,0.364,0.794,0.009,-9.254,-9.000,-9.998,0.091,0.161,-1.084,0.224,0.372,0.159,1.764,2.535,1.129
435730,0.320,10.680,10.700,10.661,-1.990,-1.329,-3.595,0.000,0.001,0.000,0.004,0.023,0.001,-12.674,-12.007,-14.290,-0.336,-0.253,-0.430,0.135,0.185,0.089,6.380,6.867,6.007
435731,0.420,9.681,9.741,9.619,0.322,0.434,0.214,0.001,0.003,0.000,0.013,0.058,0.002,-9.365,-9.225,-9.492,-0.528,-0.369,-0.680,0.072,0.104,0.044,3.627,4.165,3.067
435755,0.433,10.651,10.693,10.599,0.312,0.448,0.171,0.001,0.008,0.000,0.008,0.062,0.001,-10.336,-10.171,-10.509,-0.357,-0.172,-0.488,1.216,1.295,1.125,5.945,6.522,5.265
435763,0.301,9.500,9.555,9.434,-0.101,0.004,-0.203,0.003,0.026,0.000,0.030,0.246,0.002,-9.601,-9.477,-9.718,-0.842,-0.667,-1.043,0.296,0.369,0.208,4.865,5.371,4.200
435778,0.454,9.727,9.761,9.688,-0.101,0.048,-0.234,0.000,0.004,0.000,0.005,0.043,0.001,-9.823,-9.662,-9.973,-0.212,-0.057,-0.401,0.239,0.333,0.144,4.570,5.027,4.151
435784,0.662,9.113,9.180,9.039,-1.652,-1.065,-2.620,0.001,0.008,0.000,0.005,0.070,0.000,-10.760,-10.147,-11.764,-1.689,-1.370,-1.886,0.931,1.096,0.773,4.203,4.853,3.426
435808,0.426,9.905,9.957,9.853,0.073,0.185,-0.041,0.000,0.002,0.000,0.002,0.019,0.000,-9.832,-9.700,-9.961,-0.525,-0.341,-0.705,0.540,0.624,0.454,4.667,5.362,4.158
435813,0.741,9.350,9.616,8.948,0.610,0.829,0.412,0.001,0.021,0.000,0.007,0.126,0.000,-8.717,-8.239,-9.057,-0.514,-0.174,-1.297,1.046,1.413,0.859,2.307,3.186,0.831
435828,0.689,9.267,9.349,9.163,0.231,0.389,-0.009,0.024,0.117,0.000,0.210,0.572,0.001,-9.045,-8.819,-9.315,-0.693,-0.103,-0.935,0.301,0.582,0.169,2.254,2.894,1.613
435829,0.472,9.193,9.257,9.126,-0.727,-0.552,-0.906,0.001,0.013,0.000,0.024,0.224,0.001,-9.924,-9.710,-10.125,-0.737,-0.530,-0.999,0.116,0.207,0.046,3.778,4.365,3.096
435831,0.655,9.814,9.914,9.757,0.127,0.318,-0.086,0.006,0.102,0.000,0.058,0.498,0.002,-9.705,-9.465,-9.931,-0.301,0.078,-1.162,0.621,0.934,0.460,2.678,3.185,2.105
435863,0.639,10.042,10.130,9.949,1.103,1.237,0.972,0.000,0.000,0.000,0.000,0.001,0.000,-8.911,-8.777,-9.105,-0.690,-0.436,-0.918,1.323,1.512,1.171,1.178,1.963,0.504
435884,0.308,9.260,9.315,9.207,-1.419,-1.123,-1.840,0.001,0.006,0.000,0.010,0.071,0.001,-10.681,-10.353,-11.117,-0.901,-0.715,-1.125,0.419,0.519,0.319,5.984,6.581,5.371
435886,0.526,9.741,9.804,9.680,-0.034,0.111,-0.170,0.001,0.006,0.000,0.010,0.075,0.001,-9.778,-9.611,-9.933,-0.869,-0.613,-1.154,0.339,0.454,0.227,3.836,4.359,3.332
435908,0.610,9.529,9.590,9.462,-0.638,-0.423,-0.850,0.001,0.006,0.000,0.010,0.110,0.001,-10.168,-9.932,-10.400,-0.870,-0.627,-1.152,0.136,0.262,0.050,4.139,4.712,3.545
435918,0.697,9.777,9.895,9.690,0.756,0.902,0.655,0.003,0.017,0.000,0.029,0.136,0.001,-9.011,-8.911,-9.124,-0.725,-0.556,-1.077,0.395,0.493,0.329,2.800,3.405,2.224
435920,0.695,9.178,9.283,8.985,-0.845,-0.227,-1.904,0.001,0.014,0.000,0.010,0.142,0.001,-10.022,-9.206,-11.158,-0.874,-0.449,-1.373,0.504,0.727,0.201,3.451,4.303,2.266
435926,0.491,9.200,9.282,9.123,-0.496,-0.371,-0.637,0.003,0.025,0.000,0.041,0.262,0.002,-9.705,-9.548,-9.863,-1.216,-0.934,-1.553,0.263,0.345,0.152,3.067,3.656,2.346
435957,0.552,9.600,9.619,9.580,-3.007,-2.231,-4.910,0.000,0.002,0.000,0.004,0.027,0.001,-12.602,-11.818,-14.502,-1.967,-1.947,-1.976,0.332,0.367,0.307,5.165,5.544,4.840
436007,0.746,9.911,9.998,9.814,0.634,0.822,0.419,0.001,0.022,0.000,0.010,0.147,0.001,-9.277,-9.026,-9.537,-0.869,-0.478,-1.213,1.128,1.290,0.910,3.030,3.543,2.457
436013,0.558,9.160,9.268,9.057,-0.397,-0.214,-0.572,0.002,0.030,0.000,0.036,0.357,0.002,-9.572,-9.346,-9.749,-0.934,-0.621,-1.292,0.148,0.280,0.060,3.299,3.990,2.533
436053,0.558,9.180,9.307,9.104,-0.327,-0.158,-0.508,0.000,0.002,0.000,0.006,0.037,0.001,-9.536,-9.325,-9.733,-0.579,-0.203,-1.084,0.116,0.288,0.035,3.241,4.057,2.433
436057,0.340,10.101,10.140,10.035,-0.024,0.063,-0.095,0.002,0.006,0.000,0.029,0.084,0.004,-10.118,-9.994,-10.214,-0.637,-0.465,-0.783,0.254,0.308,0.200,7.718,8.120,6.668
436082,0.640,9.315,9.394,9.238,-0.450,-0.271,-0.639,0.005,0.052,0.000,0.056,0.461,0.001,-9.771,-9.570,-9.956,-1.053,-0.778,-1.380,0.234,0.393,0.092,3.704,4.318,3.060
436090,0.660,9.529,9.732,9.431,0.511,0.813,0.245,0.001,0.004,0.000,0.015,0.054,0.002,-8.986,-8.641,-9.478,-0.902,-0.673,-1.440,0.193,0.386,0.089,2.156,2.846,1.586
436102,0.740,11.298,11.334,11.263,-1.807,-1.073,-3.648,0.000,0.003,0.000,0.008,0.064,0.001,-13.113,-12.371,-14.955,-0.136,-0.017,-0.279,0.129,0.169,0.091,4.265,4.714,3.829
436135,0.510,10.890,10.920,10.841,-2.066,-1.321,-3.820,0.000,0.001,0.000,0.004,0.023,0.001,-12.957,-12.207,-14.699,-0.269,-0.178,-0.372,0.202,0.247,0.150,5.277,5.688,4.749
436144,0.531,9.392,9.553,9.272,0.256,0.563,0.002,0.051,0.102,0.000,0.328,0.587,0.002,-9.110,-8.718,-9.549,0.032,0.138,-0.123,0.626,0.745,0.134,2.424,4.582,1.611
436163,0.753,9.569,9.640,9.476,-0.221,0.090,-0.546,0.001,0.055,0.000,0.009,0.308,0.000,-9.804,-9.393,-10.164,0.000,0.129,-0.295,0.650,0.813,0.478,2.750,3.295,1.944
436180,0.444,10.446,10.474,10.415,-0.911,-0.643,-1.123,0.000,0.002,0.000,0.004,0.029,0.001,-11.359,-11.075,-11.567,-0.414,-0.272,-0.614,0.236,0.368,0.141,6.513,7.254,6.058
436223,0.573,9.374,9.434,9.305,-0.306,-0.163,-0.433,0.000,0.004,0.000,0.006,0.066,0.001,-9.675,-9.524,-9.823,-1.432,-1.214,-1.666,0.088,0.157,0.038,3.767,4.245,3.270
436237,0.694,10.310,10.427,10.228,0.918,1.119,0.681,0.001,0.012,0.000,0.008,0.075,0.001,-9.402,-9.116,-9.720,0.094,0.165,-0.057,1.273,1.377,1.185,2.537,3.109,1.949
436252,0.728,9.426,9.537,9.317,0.536,0.621,0.432,0.004,0.024,0.000,0.027,0.127,0.003,-8.887,-8.710,-9.090,-0.113,0.077,-0.428,0.712,0.842,0.605,2.482,3.016,1.828
436280,0.339,10.353,10.372,10.337,-2.507,-1.739,-4.281,0.000,0.001,0.000,0.004,0.025,0.001,-12.861,-12.093,-14.643,-0.503,-0.417,-0.591,0.129,0.174,0.090,6.434,6.919,6.110
436298,0.576,9.554,9.646,9.487,0.211,0.441,-0.052,0.000,0.000,0.000,0.002,0.008,0.000,-9.341,-9.105,-9.683,-0.242,-0.037,-0.697,0.119,0.190,0.048,1.245,2.325,0.768
436304,0.698,9.583,9.687,9.378,0.748,0.840,0.631,0.000,0.002,0.000,0.002,0.020,0.000,-8.842,-8.581,-9.029,-0.152,0.064,-0.545,0.241,0.408,0.170,2.024,2.760,0.690
436311,0.620,9.406,9.489,9.321,-0.383,-0.197,-0.612,0.003,0.034,0.000,0.038,0.325,0.002,-9.800,-9.585,-10.024,-1.118,-0.790,-1.456,0.284,0.434,0.148,3.650,4.314,2.968
436316,0.422,9.454,9.473,9.435,-3.378,-2.571,-5.273,0.000,0.002,0.000,0.004,0.027,0.001,-12.829,-12.026,-14.725,-1.956,-1.922,-1.972,0.307,0.336,0.282,5.823,6.271,5.454
436322,0.462,9.077,9.142,9.002,-0.512,-0.371,-0.666,0.001,0.010,0.000,0.013,0.133,0.001,-9.585,-9.413,-9.769,-0.862,-0.627,-1.134,0.153,0.246,0.072,3.726,4.302,2.839
436327,0.614,9.484,9.504,9.468,-0.587,-0.361,-1.436,0.000,0.001,0.000,0.001,0.004,0.000,-10.066,-9.833,-10.939,-1.966,-1.946,-1.975,1.007,1.027,0.985,0.557,0.652,0.542
436329,0.660,9.928,9.992,9.816,0.798,0.892,0.706,0.000,0.003,0.000,0.005,0.025,0.001,-9.115,-8.969,-9.237,-0.442,-0.026,-0.897,0.423,0.593,0.209,2.041,2.936,1.201
436342,0.735,9.408,9.478,9.185,0.213,0.579,0.098,0.000,0.006,0.000,0.001,0.039,0.000,-9.211,-8.605,-9.339,-1.030,-0.554,-1.343,0.416,0.549,0.302,2.627,3.285,1.563
436360,0.555,9.191,9.251,9.122,-0.701,-0.514,-0.903,0.089,0.163,0.050,0.715,0.852,0.531,-9.891,-9.698,-10.097,-1.608,-1.349,-1.834,0.081,0.162,0.028,3.499,4.003,2.954
436376,0.573,10.526,10.557,10.494,0.866,0.966,0.771,0.038,0.130,0.022,0.251,0.477,0.165,-9.660,-9.551,-9.766,0.124,0.168,0.057,0.694,0.780,0.610,3.449,3.791,3.079
436378,0.738,9.998,10.008,9.989,-1.673,-0.875,-3.521,0.000,0.001,0.000,0.001,0.007,0.000,-11.673,-10.875,-13.517,-1.970,-1.956,-1.977,0.903,0.918,0.887,0.534,0.585,0.527
436394,0.670,10.964,11.007,10.913,1.195,1.350,1.086,0.002,0.011,0.000,0.025,0.102,0.001,-9.763,-9.600,-9.880,-0.278,-0.181,-0.392,0.437,0.485,0.390,4.919,5.790,4.244
436398,0.670,9.908,9.966,9.851,1.144,1.204,1.078,0.001,0.002,0.000,0.008,0.024,0.002,-8.767,-8.652,-8.884,0.030,0.118,-0.066,0.368,0.436,0.306,2.718,3.180,2.204
436434,0.693,10.851,10.881,10.819,-0.600,-0.305,-1.098,0.001,0.006,0.000,0.008,0.071,0.001,-11.456,-11.144,-11.952,-0.316,-0.117,-0.483,0.573,0.660,0.465,4.330,4.630,4.051
436440,0.564,9.315,9.410,9.233,-0.515,-0.294,-0.708,0.001,0.010,0.000,0.014,0.165,0.002,-9.829,-9.618,-10.038,-1.055,-0.755,-1.397,0.135,0.267,0.045,3.299,3.916,2.404
436441,0.310,10.810,10.820,10.790,-1.833,-1.182,-3.859,0.000,0.001,0.000,0.003,0.015,0.001,-12.629,-11.970,-14.665,-0.322,-0.216,-0.430,0.177,0.256,0.108,9.447,9.456,9.140
436460,0.414,9.150,9.241,9.077,-0.825,-0.668,-1.028,0.020,0.307,0.000,0.193,0.830,0.002,-9.996,-9.819,-10.174,-1.102,-0.803,-1.485,0.287,0.459,0.100,4.503,5.057,3.839
436465,0.601,9.972,10.020,9.920,1.510,1.572,1.446,0.049,0.056,0.043,0.258,0.286,0.233,-8.460,-8.381,-8.543,-1.766,-1.649,-1.870,0.968,1.010,0.924,2.382,2.850,1.875
436555,0.370,10.028,10.055,10.001,0.267,0.378,0.164,0.091,0.107,0.074,0.597,0.666,0.507,-9.761,-9.645,-9.869,0.128,0.170,0.065,0.103,0.182,0.045,4.653,5.054,4.247
436557,0.280,10.188,10.235,10.141,0.571,0.702,0.435,0.002,0.029,0.000,0.023,0.284,0.001,-9.623,-9.477,-9.758,-0.773,-0.642,-0.905,0.287,0.353,0.200,4.795,5.328,4.258
436559,0.330,9.688,9.734,9.633,0.030,0.158,-0.101,0.003,0.024,0.000,0.049,0.357,0.001,-9.653,-9.500,-9.810,-0.299,-0.109,-0.521,0.116,0.199,0.050,3.604,4.318,2.605
436584,0.661,9.314,9.475,9.194,0.200,0.355,-0.016,0.038,0.183,0.003,0.289,0.670,0.027,-9.141,-8.861,-9.386,-0.678,-0.036,-1.203,0.464,0.752,0.167,2.184,2.949,0.960
436591,0.220,9.700,9.774,9.601,0.325,0.481,0.168,0.000,0.002,0.000,0.001,0.019,0.000,-9.387,-9.150,-9.568,-0.837,-0.685,-0.987,0.334,0.391,0.261,4.361,5.191,2.953
436598,0.532,9.108,9.183,9.013,-0.514,-0.283,-0.736,0.002,0.032,0.000,0.025,0.319,0.001,-9.633,-9.347,-9.872,-0.820,-0.551,-1.177,0.206,0.362,0.089,3.819,4.435,2.993
436606,0.197,8.640,8.664,8.608,-3.613,-2.939,-5.014,0.000,0.002,0.000,0.004,0.031,0.001,-12.246,-11.563,-13.652,-1.936,-1.877,-1.966,0.357,0.411,0.318,6.804,7.339,6.284
436624,0.391,8.759,8.827,8.668,-1.855,-1.229,-2.978,0.021,0.073,0.003,0.276,0.588,0.044,-10.622,-9.921,-11.770,0.073,0.154,-0.044,0.141,0.288,0.048,1.555,2.323,0.755
436633,0.359,9.069,9.125,9.012,-1.648,-1.372,-1.948,0.001,0.007,0.000,0.011,0.120,0.001,-10.715,-10.435,-11.024,-1.131,-0.921,-1.411,0.168,0.275,0.078,5.298,5.955,4.719
436644,0.368,9.378,9.435,9.320,-0.459,-0.341,-0.575,0.001,0.011,0.000,0.011,0.158,0.001,-9.841,-9.710,-9.968,-1.214,-0.980,-1.476,0.145,0.215,0.075,4.464,4.925,3.983
436670,0.516,10.118,10.167,10.064,0.195,0.342,0.040,0.001,0.008,0.000,0.005,0.056,0.000,-9.921,-9.736,-10.112,-0.208,0.018,-0.491,0.775,0.917,0.650,4.298,4.731,3.862
436676,0.552,9.743,9.791,9.687,0.152,0.285,0.023,0.000,0.003,0.000,0.007,0.056,0.001,-9.598,-9.425,-9.745,-0.718,-0.510,-0.910,0.131,0.262,0.058,3.693,4.154,3.147
436679,0.634,9.787,9.857,9.723,0.001,0.151,-0.183,0.002,0.008,0.000,0.020,0.093,0.003,-9.799,-9.621,-9.979,-1.135,-0.909,-1.398,0.326,0.437,0.180,3.179,3.874,2.575
436683,0.513,9.709,9.844,9.601,0.251,0.382,0.124,0.004,0.012,0.001,0.072,0.191,0.017,-9.496,-9.261,-9.641,-0.331,-0.064,-1.326,0.100,0.286,0.041,2.268,2.862,1.258
436688,0.240,9.555,9.610,9.503,-1.478,-1.274,-1.767,0.708,0.815,0.613,0.902,0.921,0.881,-11.032,-10.809,-11.340,-0.841,-0.582,-1.071,0.662,0.797,0.506,7.067,7.750,6.494
436689,0.150,8.511,8.565,8.450,-1.639,-1.487,-1.790,0.030,0.043,0.022,0.526,0.653,0.404,-10.146,-9.992,-10.297,-1.047,-0.874,-1.231,0.038,0.082,0.013,5.780,6.506,4.966
436697,0.547,9.458,9.557,9.392,-0.002,0.135,-0.154,0.001,0.015,0.000,0.009,0.162,0.001,-9.490,-9.286,-9.661,-0.614,-0.299,-0.925,0.270,0.413,0.174,2.291,3.143,1.470
436704,0.416,9.261,9.323,9.191,-0.868,-0.754,-1.007,0.001,0.016,0.000,0.019,0.233,0.001,-10.132,-10.002,-10.266,-1.393,-1.064,-1.693,0.182,0.279,0.082,4.694,5.158,4.139
436707,0.478,10.446,10.471,10.421,0.547,0.648,0.432,0.000,0.001,0.000,0.002,0.011,0.000,-9.899,-9.790,-10.021,-0.080,0.050,-0.207,0.625,0.715,0.539,4.538,4.878,4.221
436711,0.331,9.197,9.291,9.133,-0.382,-0.193,-0.514,0.004,0.034,0.000,0.065,0.422,0.003,-9.599,-9.373,-9.728,-0.789,-0.608,-1.027,0.129,0.199,0.067,3.687,4.575,2.782
436719,0.305,8.837,8.867,8.787,-2.949,-2.331,-4.289,0.000,0.003,0.000,0.005,0.042,0.001,-11.776,-11.153,-13.129,-1.933,-1.866,-1.966,0.340,0.411,0.285,6.066,6.572,5.374
436755,0.317,8.683,8.739,8.622,-1.199,-1.057,-1.349,0.000,0.004,0.000,0.006,0.063,0.001,-9.885,-9.727,-10.036,-0.670,-0.486,-0.886,0.106,0.189,0.046,4.705,5.323,3.979
436769,0.589,10.700,10.725,10.678,0.248,0.378,0.108,0.001,0.006,0.000,0.006,0.057,0.001,-10.453,-10.316,-10.601,-0.068,0.080,-0.265,0.558,0.685,0.442,4.598,4.937,4.310
436786,0.570,9.771,9.890,9.668,0.251,0.500,-0.045,0.003,0.037,0.000,0.032,0.299,0.002,-9.532,-9.204,-9.913,-0.752,-0.128,-1.161,0.344,0.505,0.122,2.326,3.224,1.311
436787,0.280,9.324,9.370,9.283,-0.740,-0.598,-0.876,0.042,0.057,0.027,0.496,0.651,0.328,-10.067,-9.919,-10.211,-0.854,-0.716,-1.017,0.110,0.206,0.037,5.122,5.643,4.662
436798,0.550,10.850,10.896,10.763,-2.186,-1.380,-4.212,0.000,0.002,0.000,0.003,0.029,0.001,-13.027,-12.178,-15.057,-0.272,-0.164,-0.392,0.213,0.292,0.130,6.894,7.687,5.192
436803,0.610,10.687,10.706,10.668,-2.219,-1.463,-4.008,0.000,0.003,0.000,0.005,0.051,0.001,-12.908,-12.148,-14.699,-0.422,-0.303,-0.551,0.199,0.266,0.143,5.060,5.396,4.770
436804,0.440,10.173,10.230,10.107,0.476,0.645,0.332,0.001,0.009,0.000,0.014,0.095,0.001,-9.699,-9.482,-9.879,-0.555,-0.348,-0.766,0.327,0.403,0.249,4.107,4.673,3.550
436842,0.700,9.067,9.135,9.016,0.177,0.289,0.079,0.007,0.025,0.001,0.112,0.302,0.020,-8.898,-8.741,-9.049,0.051,0.141,-0.087,0.098,0.146,0.062,0.623,1.115,0.392
436853,0.310,10.030,10.041,10.019,-0.466,-0.419,-0.511,0.009,0.018,0.005,0.100,0.200,0.060,-10.494,-10.445,-10.546,0.140,0.167,0.117,0.042,0.074,0.018,9.162,9.348,8.980
436864,0.543,9.157,9.235,9.062,-0.433,-0.205,-0.622,0.013,0.091,0.000,0.164,0.651,0.003,-9.584,-9.350,-9.785,-1.239,-0.915,-1.587,0.148,0.297,0.050,3.416,3.960,2.697
436924,0.365,10.909,10.933,10.884,0.922,0.988,0.843,0.020,0.102,0.001,0.145,0.405,0.012,-9.987,-9.916,-10.071,0.053,0.134,-0.065,0.832,0.898,0.770,5.210,5.543,4.881
436947,0.230,8.947,8.978,8.917,-0.763,-0.667,-0.864,0.170,0.186,0.154,0.755,0.800,0.706,-9.712,-9.606,-9.820,0.001,0.110,-0.132,0.054,0.099,0.032,4.347,4.839,3.867
436955,0.326,8.706,8.752,8.655,-2.890,-2.276,-4.061,0.000,0.003,0.000,0.004,0.043,0.001,-11.598,-10.965,-12.784,-1.832,-1.629,-1.935,0.510,0.596,0.421,6.088,6.741,5.441
436968,0.788,10.322,10.352,10.258,-1.541,-1.098,-2.456,0.001,0.010,0.000,0.027,0.234,0.002,-11.859,-11.403,-12.769,-0.702,-0.577,-0.843,0.107,0.201,0.042,5.761,6.246,4.588
436995,0.296,9.194,9.232,9.153,-0.805,-0.668,-0.925,0.012,0.037,0.000,0.174,0.495,0.005,-9.996,-9.848,-10.130,-0.682,-0.539,-0.839,0.124,0.218,0.043,5.431,5.908,4.915
437008,0.600,10.108,10.135,10.088,-1.901,-1.156,-3.487,0.000,0.001,0.000,0.003,0.022,0.001,-12.020,-11.262,-13.603,-1.960,-1.933,-1.974,0.200,0.229,0.167,5.494,6.106,5.048
437009,0.327,9.296,9.379,9.210,-0.914,-0.659,-1.154,0.002,0.020,0.000,0.016,0.189,0.001,-10.219,-9.887,-10.504,-0.788,-0.504,-1.151,0.441,0.571,0.330,4.923,5.488,4.269
437034,0.324,9.902,9.923,9.884,-2.800,-2.013,-4.471,0.000,0.002,0.000,0.005,0.052,0.001,-12.709,-11.917,-14.379,-0.914,-0.813,-1.020,0.165,0.212,0.124,6.461,6.977,6.079
