# objname, z, logm_median, logm_errup, logm_errdown, logsfr_median, logsfr_errup, logsfr_errdown, fagn_median, fagn_errup, fagn_errdown, fmir_median, fmir_errup, fmir_errdown, ssfr_100_median, ssfr_100_errup, ssfr_100_errdown, massmet_2_median, massmet_2_errup, massmet_2_errdown, dust2_median, dust2_errup, dust2_errdown, avg_age_median, avg_age_errup, avg_age_errdown 
526217,0.307,9.631,9.694,9.572,-0.107,0.010,-0.220,0.001,0.003,0.000,0.008,0.042,0.001,-9.747,-9.606,-9.870,-0.621,-0.453,-0.807,0.238,0.299,0.176,5.043,5.795,4.384
526346,0.601,10.331,10.361,10.290,-2.368,-1.673,-4.025,0.002,0.021,0.000,0.039,0.288,0.003,-12.700,-11.996,-14.352,-0.204,-0.053,-0.362,0.173,0.265,0.095,4.776,5.174,4.281
526348,0.558,9.353,9.452,9.303,0.153,0.412,-0.042,0.000,0.003,0.000,0.005,0.033,0.001,-9.204,-8.916,-9.448,-0.609,-0.176,-0.955,0.300,0.396,0.145,2.876,3.447,1.855
526407,0.301,9.510,9.568,9.452,-0.136,-0.037,-0.232,0.003,0.020,0.000,0.051,0.348,0.002,-9.649,-9.525,-9.757,-0.720,-0.589,-0.855,0.100,0.161,0.047,4.948,5.656,4.197
526438,0.737,10.237,10.290,10.188,1.474,1.595,1.232,0.000,0.006,0.000,0.003,0.039,0.001,-8.797,-8.626,-8.992,-0.660,0.099,-0.792,1.575,1.716,1.038,2.514,3.234,2.017
526502,0.498,9.649,9.702,9.594,-1.330,-0.930,-2.000,0.001,0.007,0.000,0.008,0.079,0.001,-10.995,-10.548,-11.674,-0.690,-0.421,-0.951,0.648,0.800,0.487,5.149,5.738,4.598
526519,0.378,8.898,8.968,8.828,-0.789,-0.681,-0.902,0.001,0.010,0.000,0.024,0.187,0.002,-9.693,-9.574,-9.814,-1.312,-1.096,-1.554,0.065,0.113,0.025,4.032,4.688,3.374
526532,0.562,9.216,9.273,9.121,-1.720,-1.091,-2.718,0.000,0.004,0.000,0.005,0.055,0.000,-10.943,-10.252,-11.968,-1.898,-1.777,-1.955,0.506,0.698,0.388,4.452,5.264,3.173
526547,0.478,10.374,10.418,10.317,-2.502,-1.736,-4.179,0.000,0.003,0.000,0.007,0.064,0.001,-12.870,-12.100,-14.558,-0.439,-0.328,-0.561,0.124,0.202,0.054,7.161,8.129,5.970
526548,0.339,8.888,9.023,8.774,-0.893,-0.701,-1.082,0.000,0.015,0.000,0.005,0.161,0.000,-9.777,-9.538,-10.065,-0.980,-0.615,-1.495,0.372,0.501,0.255,3.922,4.711,2.979
526563,0.217,8.329,8.399,8.262,-2.168,-1.832,-2.632,0.001,0.008,0.000,0.010,0.119,0.001,-10.512,-10.138,-10.998,-0.772,-0.509,-1.179,0.271,0.453,0.116,5.618,6.370,4.808
526571,0.360,9.606,9.652,9.560,0.164,0.233,0.097,0.027,0.036,0.019,0.195,0.247,0.144,-9.441,-9.343,-9.541,0.144,0.174,0.104,0.229,0.280,0.190,4.250,4.777,3.694
526583,0.538,9.435,9.537,9.354,-0.041,0.090,-0.174,0.002,0.032,0.000,0.018,0.242,0.001,-9.491,-9.291,-9.675,-0.460,-0.096,-0.868,0.468,0.640,0.265,3.724,4.265,3.094
526588,0.674,9.419,9.523,9.312,-0.057,0.109,-0.208,0.000,0.005,0.000,0.005,0.050,0.001,-9.482,-9.210,-9.711,-1.045,-0.825,-1.404,0.200,0.285,0.126,3.405,3.938,2.706
526600,0.440,9.501,9.581,9.440,-0.437,-0.334,-0.551,0.003,0.017,0.000,0.028,0.181,0.002,-9.951,-9.823,-10.072,-0.824,-0.606,-1.148,0.233,0.338,0.141,4.749,5.358,4.219
526644,0.327,9.786,9.819,9.755,-1.101,-0.899,-1.376,0.000,0.003,0.000,0.007,0.047,0.001,-10.890,-10.677,-11.167,-0.710,-0.578,-0.849,0.306,0.382,0.234,6.041,6.547,5.645
526654,0.190,8.807,8.849,8.765,-1.088,-0.898,-1.290,0.026,0.045,0.015,0.422,0.586,0.257,-9.900,-9.699,-10.105,-0.643,-0.478,-0.811,0.081,0.159,0.029,5.136,5.738,4.507
526691,0.571,9.708,9.754,9.656,0.226,0.346,0.075,0.000,0.017,0.000,0.003,0.134,0.000,-9.491,-9.326,-9.656,-0.605,-0.376,-0.837,0.621,0.769,0.440,3.193,3.706,2.682
526696,0.306,8.484,8.545,8.423,-2.920,-2.332,-4.027,0.000,0.005,0.000,0.006,0.067,0.001,-11.410,-10.800,-12.529,-1.604,-1.256,-1.846,0.512,0.638,0.375,6.177,6.932,5.454
526697,0.630,9.376,9.418,9.310,0.212,0.315,0.054,0.021,0.116,0.000,0.209,0.647,0.003,-9.166,-9.035,-9.343,-0.490,-0.281,-0.662,0.084,0.204,0.038,3.266,3.570,2.654
526718,0.681,9.383,9.432,9.341,-1.390,-1.056,-1.796,0.001,0.006,0.000,0.011,0.098,0.001,-10.782,-10.420,-11.199,-0.030,0.107,-0.221,0.121,0.251,0.044,4.708,5.488,4.274
526721,0.150,8.795,8.835,8.755,-1.323,-1.201,-1.423,0.000,0.001,0.000,0.006,0.035,0.001,-10.113,-9.998,-10.222,-1.042,-0.942,-1.144,0.009,0.021,0.003,6.523,7.194,5.935
526790,0.433,9.269,9.326,9.196,-1.848,-1.287,-2.819,0.001,0.013,0.000,0.014,0.182,0.001,-11.116,-10.529,-12.103,-1.138,-0.878,-1.471,0.325,0.485,0.177,5.280,5.976,4.460
526798,0.680,11.337,11.409,11.305,-1.307,-0.754,-2.834,0.000,0.001,0.000,0.004,0.024,0.001,-12.660,-12.097,-14.201,-0.278,-0.154,-0.393,0.263,0.325,0.200,5.222,6.495,4.746
526828,0.385,8.590,8.670,8.495,-2.123,-1.580,-3.029,0.001,0.013,0.000,0.008,0.131,0.001,-10.715,-10.131,-11.664,-1.373,-0.917,-1.745,0.694,0.878,0.493,5.256,6.113,4.337
526838,0.357,9.875,9.923,9.836,0.088,0.172,-0.033,0.001,0.005,0.000,0.007,0.039,0.001,-9.799,-9.693,-9.923,-0.270,-0.076,-0.492,0.601,0.700,0.498,5.544,6.706,5.032
526865,0.190,10.216,10.251,10.178,0.440,0.575,0.288,0.151,0.183,0.120,0.535,0.580,0.484,-9.778,-9.626,-9.944,-0.281,-0.168,-0.419,0.864,0.936,0.785,6.405,7.147,5.774
526923,0.318,9.543,9.584,9.496,-0.173,-0.039,-0.289,0.001,0.011,0.000,0.008,0.099,0.001,-9.707,-9.562,-9.854,-0.567,-0.426,-0.730,0.258,0.338,0.204,5.227,5.551,4.735
526956,0.347,9.048,9.091,8.988,-1.561,-1.307,-1.974,0.001,0.006,0.000,0.007,0.063,0.001,-10.599,-10.328,-11.031,-1.362,-1.124,-1.610,0.447,0.542,0.344,5.816,6.422,5.111
526957,0.609,9.334,9.402,9.260,-0.658,-0.370,-0.909,0.001,0.012,0.000,0.019,0.161,0.001,-10.010,-9.658,-10.282,-0.545,-0.309,-0.862,0.188,0.337,0.074,3.735,4.324,3.116
526975,0.371,10.458,10.514,10.426,-1.123,-0.895,-1.449,0.000,0.001,0.000,0.004,0.020,0.001,-11.593,-11.360,-11.918,-0.464,-0.300,-0.578,0.231,0.321,0.161,6.765,8.253,6.149
527001,0.630,10.166,10.214,10.116,1.478,1.575,1.376,0.000,0.004,0.000,0.002,0.039,0.000,-8.688,-8.545,-8.837,-0.660,-0.589,-0.719,0.504,0.571,0.426,2.244,2.694,1.832
527082,0.429,9.895,9.921,9.868,-0.303,-0.139,-0.462,0.001,0.002,0.000,0.007,0.028,0.002,-10.202,-10.028,-10.359,-0.147,-0.070,-0.224,0.229,0.289,0.158,5.949,6.481,5.547
527089,0.703,10.087,10.185,9.774,0.809,1.139,0.591,0.001,0.011,0.000,0.008,0.069,0.001,-9.269,-8.660,-9.583,-0.267,-0.033,-0.648,1.353,1.538,1.175,3.456,4.127,2.972
527094,0.543,10.346,10.400,10.298,0.479,0.651,0.307,0.003,0.027,0.000,0.025,0.181,0.002,-9.871,-9.655,-10.084,-0.258,-0.052,-0.526,0.781,0.917,0.660,4.195,4.660,3.820
527102,0.630,9.612,9.676,9.541,-0.096,0.062,-0.280,0.013,0.089,0.000,0.137,0.544,0.003,-9.706,-9.508,-9.927,-1.232,-0.995,-1.458,0.412,0.526,0.283,2.779,3.386,2.137
527111,0.295,9.281,9.369,9.187,-0.662,-0.370,-1.232,0.017,0.073,0.000,0.150,0.533,0.002,-9.945,-9.590,-10.582,-0.432,-0.051,-0.997,0.351,0.493,0.224,5.259,6.188,4.222
527131,0.410,10.424,10.458,10.389,0.531,0.635,0.425,0.000,0.003,0.000,0.003,0.024,0.000,-9.892,-9.776,-10.012,-0.512,-0.358,-0.655,0.722,0.806,0.639,4.851,5.245,4.462
527137,0.629,9.027,9.097,8.950,-1.652,-1.091,-2.595,0.001,0.021,0.000,0.012,0.179,0.001,-10.683,-10.097,-11.661,-1.546,-1.143,-1.829,0.694,0.871,0.514,4.322,5.003,3.517
527146,0.681,10.280,10.325,10.249,-1.376,-1.010,-2.123,0.002,0.017,0.000,0.039,0.255,0.004,-11.672,-11.284,-12.408,-0.536,-0.346,-0.726,0.224,0.327,0.105,5.179,5.960,4.777
527151,0.753,9.279,9.332,9.213,-0.619,-0.396,-0.837,0.001,0.007,0.000,0.008,0.087,0.001,-9.907,-9.636,-10.144,-0.197,0.015,-0.467,0.187,0.353,0.071,3.923,4.518,3.440
527158,0.563,9.383,9.447,9.303,-1.957,-1.334,-2.943,0.002,0.033,0.000,0.033,0.378,0.001,-11.330,-10.675,-12.338,-1.126,-0.880,-1.479,0.250,0.427,0.113,4.865,5.623,4.026
527175,0.537,9.178,9.221,9.130,-0.757,-0.619,-0.880,0.000,0.003,0.000,0.011,0.088,0.001,-9.933,-9.795,-10.058,-1.749,-1.584,-1.880,0.030,0.065,0.009,4.204,4.627,3.767
527189,0.792,9.491,9.587,9.357,0.062,0.255,-0.178,0.001,0.033,0.000,0.008,0.224,0.001,-9.438,-9.111,-9.761,-0.379,-0.136,-0.796,0.365,0.515,0.245,3.189,3.709,2.510
527198,0.607,10.348,10.468,10.317,-0.965,-0.673,-1.442,0.002,0.018,0.000,0.029,0.236,0.001,-11.353,-11.028,-11.822,-0.732,-0.540,-0.961,0.280,0.356,0.196,5.184,7.119,4.803
527243,0.680,10.852,10.878,10.826,-0.682,-0.428,-1.070,0.000,0.002,0.000,0.004,0.033,0.001,-11.539,-11.271,-11.937,-0.270,-0.150,-0.403,0.249,0.333,0.158,4.551,4.925,4.234
527247,0.659,10.243,10.316,10.136,1.097,1.221,0.959,0.001,0.005,0.000,0.009,0.029,0.003,-9.146,-8.924,-9.351,-0.750,-0.102,-0.931,1.465,1.641,1.193,2.539,3.109,1.868
527252,0.437,9.057,9.125,8.990,-1.893,-1.424,-2.676,0.001,0.011,0.000,0.014,0.153,0.001,-10.961,-10.458,-11.749,-1.059,-0.732,-1.410,0.347,0.499,0.182,5.393,6.132,4.729
527269,0.611,10.561,10.622,10.508,1.183,1.402,0.916,0.000,0.001,0.000,0.002,0.012,0.001,-9.387,-9.113,-9.699,-0.226,-0.071,-0.336,0.751,0.871,0.589,4.044,4.511,3.657
527292,0.720,10.140,10.221,10.037,1.006,1.057,0.921,0.001,0.023,0.000,0.011,0.137,0.001,-9.143,-8.986,-9.267,-0.365,-0.176,-0.488,0.546,0.606,0.389,2.995,3.339,2.792
527295,0.642,9.724,9.775,9.606,0.296,0.445,0.143,0.009,0.094,0.001,0.080,0.466,0.006,-9.420,-9.225,-9.593,-1.042,-0.759,-1.258,0.847,1.045,0.632,2.846,3.461,1.874
527323,0.592,11.053,11.092,11.030,-1.240,-0.763,-2.308,0.000,0.006,0.000,0.005,0.106,0.001,-12.304,-11.811,-13.384,-0.352,-0.209,-0.469,0.229,0.278,0.171,5.297,6.150,4.936
527333,0.311,8.847,8.946,8.749,-1.425,-1.143,-1.766,0.003,0.034,0.000,0.029,0.304,0.001,-10.288,-9.930,-10.670,-1.147,-0.771,-1.572,0.431,0.579,0.267,5.196,5.994,4.330
527351,0.654,9.605,9.682,9.535,-0.141,0.016,-0.280,0.001,0.021,0.000,0.016,0.243,0.001,-9.750,-9.569,-9.902,-1.119,-0.904,-1.418,0.153,0.274,0.062,3.396,3.899,2.840
527352,0.765,9.613,9.709,9.542,0.611,0.675,0.550,0.000,0.002,0.000,0.002,0.014,0.001,-8.996,-8.882,-9.190,-0.446,-0.347,-0.665,0.433,0.519,0.347,2.698,3.187,2.243
527357,0.648,9.358,9.432,9.292,-0.229,0.063,-0.384,0.001,0.003,0.000,0.012,0.067,0.002,-9.561,-9.349,-9.725,-1.161,-0.931,-1.451,0.089,0.191,0.026,3.758,4.167,3.298
527365,0.251,8.622,8.673,8.571,-1.276,-1.143,-1.427,0.001,0.005,0.000,0.018,0.154,0.002,-9.897,-9.765,-10.041,-1.180,-0.994,-1.397,0.028,0.072,0.008,5.452,6.013,4.871
527406,0.250,9.977,10.013,9.942,-0.126,-0.003,-0.261,0.001,0.013,0.000,0.010,0.120,0.001,-10.108,-9.968,-10.250,-0.472,-0.296,-0.618,0.578,0.663,0.470,5.830,6.559,5.296
527488,0.190,9.017,9.058,8.978,-1.167,-0.964,-1.377,0.002,0.013,0.000,0.033,0.237,0.003,-10.184,-9.969,-10.408,-0.389,-0.269,-0.551,0.085,0.167,0.033,5.099,5.723,4.464
527490,0.607,9.576,9.620,9.530,-0.357,-0.151,-0.570,0.001,0.008,0.000,0.009,0.090,0.001,-9.939,-9.706,-10.156,-0.490,-0.281,-0.801,0.308,0.478,0.174,4.472,4.975,4.013
527491,0.724,9.303,9.415,9.179,-0.033,0.179,-0.275,0.008,0.076,0.000,0.068,0.438,0.001,-9.357,-9.033,-9.659,-0.702,-0.298,-1.078,0.574,0.757,0.340,2.730,3.394,1.835
527510,0.420,9.551,9.605,9.502,-0.220,-0.117,-0.336,0.003,0.029,0.000,0.034,0.252,0.003,-9.776,-9.653,-9.905,-0.810,-0.634,-0.996,0.261,0.327,0.186,4.634,5.178,4.223
527526,0.370,10.176,10.219,10.131,0.678,0.778,0.527,0.001,0.010,0.000,0.008,0.080,0.001,-9.511,-9.376,-9.661,-0.563,-0.446,-0.702,0.565,0.625,0.502,4.773,5.168,4.407
527529,0.788,9.845,9.907,9.766,0.647,0.788,0.411,0.016,0.119,0.001,0.164,0.565,0.009,-9.210,-8.987,-9.471,-0.725,-0.570,-0.875,0.117,0.238,0.063,2.785,3.195,2.155
527536,0.266,10.143,10.168,10.117,0.024,0.187,-0.104,0.000,0.002,0.000,0.003,0.029,0.001,-10.119,-9.952,-10.251,-0.418,-0.312,-0.524,0.158,0.218,0.099,6.002,6.414,5.555
527537,0.376,9.273,9.327,9.226,-0.097,0.010,-0.206,0.001,0.009,0.000,0.013,0.071,0.002,-9.373,-9.237,-9.510,-0.436,-0.235,-0.636,0.509,0.619,0.388,3.876,4.487,3.395
527538,0.685,10.589,10.603,10.564,-2.182,-1.367,-4.478,0.000,0.003,0.000,0.005,0.057,0.001,-12.754,-11.935,-15.075,-0.525,-0.377,-0.684,0.196,0.283,0.106,6.892,6.900,6.541
527559,0.631,9.561,9.636,9.488,0.040,0.229,-0.134,0.003,0.020,0.000,0.029,0.163,0.002,-9.530,-9.295,-9.728,-0.884,-0.594,-1.186,0.529,0.698,0.362,3.194,3.769,2.484
527596,0.733,10.016,10.084,9.936,-0.173,0.259,-0.760,0.001,0.012,0.000,0.011,0.120,0.001,-10.179,-9.688,-10.839,-0.677,-0.466,-0.875,0.477,0.638,0.315,4.002,4.526,3.466
527607,0.477,9.533,9.597,9.454,-0.496,-0.387,-0.631,0.001,0.004,0.000,0.014,0.084,0.002,-10.026,-9.882,-10.174,-1.110,-0.936,-1.334,0.067,0.128,0.025,4.154,4.772,3.264
527632,0.790,10.686,10.724,10.644,0.530,0.681,0.394,0.003,0.030,0.000,0.022,0.196,0.001,-10.157,-9.977,-10.314,-0.056,0.066,-0.228,0.640,0.749,0.545,3.946,4.293,3.597
527671,0.337,9.524,9.544,9.509,-3.901,-2.979,-6.018,0.000,0.001,0.000,0.003,0.014,0.001,-13.431,-12.504,-15.534,-1.966,-1.946,-1.975,0.199,0.214,0.183,6.383,6.874,6.022
527675,0.316,9.102,9.154,9.054,-0.913,-0.789,-1.037,0.001,0.008,0.000,0.012,0.126,0.001,-10.016,-9.892,-10.138,-1.015,-0.819,-1.244,0.157,0.235,0.081,5.137,5.697,4.634
527688,0.264,8.719,8.761,8.670,-0.955,-0.829,-1.083,0.001,0.005,0.000,0.018,0.135,0.002,-9.668,-9.555,-9.791,-1.453,-1.279,-1.645,0.049,0.100,0.016,5.608,6.128,5.160
527691,0.756,9.516,9.859,9.434,0.718,0.851,0.651,0.000,0.003,0.000,0.004,0.031,0.001,-8.816,-8.706,-9.033,-0.470,-0.341,-1.079,0.215,0.304,0.155,2.312,3.291,1.670
527700,0.397,9.655,9.717,9.586,-0.636,-0.296,-1.112,0.000,0.005,0.000,0.003,0.040,0.000,-10.292,-9.917,-10.795,-0.459,-0.153,-0.825,1.403,1.607,1.212,5.207,5.894,4.562
527720,0.319,10.222,10.261,10.180,0.814,0.930,0.530,0.001,0.065,0.000,0.012,0.430,0.001,-9.412,-9.288,-9.688,-0.511,-0.329,-0.656,0.447,0.516,0.259,4.916,5.249,4.516
527744,0.230,8.636,8.666,8.595,-3.361,-2.712,-4.745,0.000,0.002,0.000,0.002,0.017,0.000,-11.989,-11.346,-13.376,-1.930,-1.861,-1.965,0.906,0.973,0.845,6.729,7.327,6.125
527748,0.515,9.914,9.955,9.876,-0.328,-0.124,-0.528,0.001,0.005,0.000,0.010,0.067,0.001,-10.244,-10.013,-10.467,-0.643,-0.431,-0.939,0.310,0.475,0.145,5.117,5.965,4.611
527772,0.304,9.073,9.140,9.022,-0.914,-0.761,-1.048,0.001,0.006,0.000,0.010,0.084,0.001,-9.993,-9.819,-10.143,-0.696,-0.483,-0.949,0.213,0.331,0.115,5.382,6.300,4.818
527782,0.567,9.708,9.725,9.595,-3.008,-2.128,-5.057,0.000,0.001,0.000,0.002,0.015,0.001,-12.690,-11.799,-14.748,-1.971,-1.957,-1.977,0.338,0.509,0.314,4.981,5.328,3.387
527786,0.300,9.492,9.536,9.447,-0.132,-0.019,-0.237,0.001,0.005,0.000,0.012,0.097,0.001,-9.627,-9.492,-9.744,-0.569,-0.436,-0.696,0.063,0.105,0.033,4.582,5.140,4.048
527840,0.604,9.482,9.541,9.426,-0.717,-0.480,-1.004,0.006,0.105,0.000,0.081,0.594,0.002,-10.219,-9.937,-10.508,-0.413,-0.075,-0.804,0.380,0.551,0.214,3.523,4.061,2.924
527853,0.376,9.025,9.107,8.920,-0.992,-0.827,-1.151,0.002,0.038,0.000,0.013,0.261,0.001,-10.016,-9.791,-10.223,-1.188,-0.835,-1.548,0.521,0.639,0.355,4.940,5.434,4.358
527861,0.638,9.341,9.414,9.279,-0.980,-0.653,-1.403,0.001,0.011,0.000,0.010,0.174,0.001,-10.336,-9.976,-10.764,-0.557,-0.291,-0.927,0.254,0.479,0.098,4.133,4.959,3.533
527873,0.229,9.204,9.264,9.151,-1.248,-1.034,-1.467,0.001,0.005,0.000,0.012,0.082,0.001,-10.462,-10.243,-10.667,-1.027,-0.810,-1.270,0.195,0.281,0.115,6.275,6.982,5.699
527894,0.692,9.549,9.612,9.472,-0.219,-0.011,-0.422,0.001,0.014,0.000,0.013,0.109,0.001,-9.767,-9.493,-10.024,0.006,0.127,-0.194,0.450,0.595,0.317,3.905,4.347,3.443
527925,0.643,9.170,9.249,9.098,-0.853,-0.559,-1.132,0.001,0.012,0.000,0.014,0.142,0.001,-10.027,-9.692,-10.367,-0.498,-0.214,-0.921,0.340,0.586,0.139,4.032,4.779,3.433
527932,0.328,10.409,10.440,10.380,0.350,0.460,0.236,0.032,0.061,0.014,0.233,0.346,0.133,-10.062,-9.944,-10.180,-0.240,-0.121,-0.378,0.620,0.686,0.562,5.139,5.607,4.729
527943,0.603,9.887,9.902,9.870,-2.925,-2.076,-4.787,0.000,0.001,0.000,0.003,0.021,0.001,-12.806,-11.953,-14.668,-1.969,-1.955,-1.977,0.285,0.310,0.265,4.997,5.328,4.678
527946,0.531,10.654,10.686,10.632,-2.120,-1.410,-3.676,0.000,0.001,0.000,0.002,0.016,0.000,-12.785,-12.057,-14.331,-0.442,-0.300,-0.605,0.234,0.325,0.144,5.764,6.407,5.454
527952,0.519,9.602,9.642,9.562,-0.244,-0.059,-0.411,0.023,0.047,0.001,0.227,0.404,0.008,-9.858,-9.636,-10.036,-0.653,-0.217,-0.941,0.284,0.490,0.168,3.552,3.866,2.898
527975,0.618,9.084,9.147,9.015,-0.898,-0.701,-1.082,0.000,0.003,0.000,0.007,0.062,0.001,-9.977,-9.767,-10.191,-0.995,-0.771,-1.278,0.101,0.217,0.035,4.092,4.689,3.534
527979,0.799,9.452,9.539,9.323,0.027,0.257,-0.148,0.011,0.112,0.000,0.083,0.541,0.001,-9.409,-9.099,-9.656,-0.990,-0.668,-1.314,0.209,0.358,0.115,2.919,3.432,2.041
527997,0.419,9.421,9.489,9.335,-0.723,-0.570,-0.894,0.001,0.009,0.000,0.010,0.092,0.001,-10.144,-9.950,-10.342,-1.015,-0.738,-1.322,0.427,0.549,0.312,5.092,5.656,4.488
528083,0.705,9.826,9.898,9.748,0.599,0.728,0.478,0.002,0.021,0.000,0.029,0.185,0.001,-9.210,-9.080,-9.360,-0.840,-0.558,-1.138,0.221,0.343,0.115,2.950,3.228,2.556
528095,0.502,9.690,9.749,9.606,-0.865,-0.507,-1.205,0.001,0.023,0.000,0.012,0.255,0.001,-10.573,-10.125,-10.908,-0.550,-0.197,-0.864,0.466,0.603,0.334,4.307,4.855,3.610
528108,0.100,8.432,8.472,8.388,-1.388,-1.246,-1.529,0.000,0.002,0.000,0.012,0.070,0.002,-9.819,-9.671,-9.966,-0.762,-0.679,-0.848,0.012,0.028,0.003,6.125,6.756,5.513
528113,0.699,10.720,10.749,10.686,0.895,1.025,0.768,0.000,0.003,0.000,0.003,0.021,0.000,-9.828,-9.674,-9.961,-0.060,0.043,-0.162,0.626,0.720,0.533,4.023,4.313,3.788
528120,0.664,9.986,10.058,9.924,0.280,0.431,0.120,0.001,0.011,0.000,0.007,0.111,0.001,-9.722,-9.540,-9.880,-0.736,-0.183,-1.025,0.376,0.529,0.198,3.014,3.495,2.421
528138,0.464,9.203,9.296,9.126,-0.559,-0.328,-0.815,0.154,0.468,0.073,0.701,0.826,0.494,-9.784,-9.474,-10.074,-0.634,-0.111,-1.260,0.422,0.711,0.162,3.376,4.219,2.173
528148,0.340,9.649,9.739,9.578,-0.310,-0.168,-0.451,0.000,0.002,0.000,0.003,0.024,0.000,-9.963,-9.762,-10.163,-0.972,-0.727,-1.272,0.295,0.376,0.218,4.566,5.264,3.891
528195,0.331,8.946,9.003,8.887,-0.941,-0.810,-1.073,0.001,0.007,0.000,0.012,0.130,0.001,-9.886,-9.750,-10.029,-1.282,-1.036,-1.560,0.118,0.199,0.051,4.827,5.389,4.304
528199,0.206,9.475,9.502,9.445,-0.562,-0.404,-0.741,0.001,0.013,0.000,0.012,0.112,0.001,-10.040,-9.867,-10.216,-0.257,-0.141,-0.417,0.372,0.451,0.299,6.370,6.811,5.850
528200,0.301,10.015,10.063,9.963,0.260,0.416,0.092,0.001,0.005,0.000,0.005,0.040,0.001,-9.756,-9.568,-9.955,-0.470,-0.314,-0.648,0.784,0.865,0.691,5.116,5.607,4.615
528233,0.551,9.976,10.002,9.959,-2.517,-1.635,-4.216,0.000,0.001,0.000,0.003,0.019,0.001,-12.496,-11.605,-14.207,-1.967,-1.949,-1.976,0.298,0.320,0.271,5.461,6.123,5.111
528278,0.185,8.894,8.918,8.861,-3.305,-2.620,-4.717,0.000,0.001,0.000,0.003,0.021,0.000,-12.205,-11.506,-13.619,-1.893,-1.792,-1.952,0.507,0.557,0.465,7.006,7.553,6.461
528290,0.365,8.992,9.140,8.897,-0.735,-0.574,-0.902,0.003,0.021,0.000,0.025,0.179,0.002,-9.733,-9.498,-10.007,-0.900,-0.588,-1.431,0.350,0.494,0.254,4.123,4.868,3.196
528309,0.179,8.666,8.710,8.624,-1.436,-1.283,-1.575,0.001,0.004,0.000,0.013,0.096,0.001,-10.101,-9.947,-10.249,-0.985,-0.849,-1.160,0.062,0.118,0.025,5.550,6.098,5.028
528312,0.544,10.089,10.135,10.042,0.044,0.267,-0.214,0.001,0.007,0.000,0.007,0.063,0.001,-10.045,-9.785,-10.338,-0.348,-0.081,-0.710,0.672,0.869,0.520,4.379,4.723,4.032
528373,0.235,8.973,9.052,8.907,-0.375,-0.294,-0.465,0.000,0.005,0.000,0.008,0.093,0.001,-9.356,-9.244,-9.472,-0.710,-0.530,-0.964,0.121,0.196,0.062,4.648,5.316,3.949
528374,0.270,10.720,10.744,10.698,0.498,0.620,0.386,0.040,0.064,0.019,0.287,0.381,0.178,-10.221,-10.099,-10.338,-0.204,-0.136,-0.274,0.405,0.454,0.356,6.117,6.578,5.747
528408,0.677,10.907,10.931,10.886,-2.470,-1.688,-4.537,0.000,0.003,0.000,0.007,0.064,0.001,-13.378,-12.600,-15.453,-0.216,-0.132,-0.320,0.065,0.116,0.025,4.892,5.347,4.592
528421,0.628,10.682,10.725,10.631,0.652,0.902,0.345,0.000,0.004,0.000,0.002,0.026,0.000,-10.035,-9.752,-10.366,-0.124,0.086,-0.435,1.628,1.763,1.505,3.507,3.932,3.013
528428,0.606,9.167,9.265,9.059,-0.604,-0.339,-0.917,0.001,0.032,0.000,0.010,0.242,0.001,-9.792,-9.438,-10.132,-0.699,-0.226,-1.250,0.638,0.882,0.405,3.645,4.345,2.811
528436,0.691,11.029,11.084,10.978,-1.085,-0.642,-1.813,0.000,0.004,0.000,0.008,0.063,0.001,-12.132,-11.648,-12.848,-0.210,-0.084,-0.394,0.289,0.362,0.214,5.273,6.336,4.538
528445,0.374,11.019,11.051,10.993,-0.055,0.107,-0.247,0.000,0.001,0.000,0.003,0.016,0.000,-11.077,-10.900,-11.279,-0.348,-0.273,-0.436,0.232,0.278,0.188,5.725,6.282,5.393
528484,0.611,10.423,10.472,10.374,0.929,1.085,0.726,0.001,0.004,0.000,0.006,0.042,0.001,-9.494,-9.299,-9.734,-0.500,-0.308,-0.704,0.575,0.668,0.466,3.745,4.151,3.391
528487,0.542,9.694,9.710,9.672,-2.710,-1.933,-4.424,0.000,0.002,0.000,0.004,0.026,0.001,-12.404,-11.620,-14.101,-1.966,-1.947,-1.976,0.325,0.367,0.301,5.177,5.517,4.823
528516,0.715,9.667,9.789,9.459,0.369,0.702,-0.154,0.007,0.304,0.000,0.052,0.726,0.003,-9.281,-8.786,-9.920,-0.703,-0.286,-1.056,0.792,1.029,0.480,2.628,3.447,1.774
528543,0.632,9.323,9.431,9.192,-0.223,-0.028,-0.409,0.001,0.011,0.000,0.027,0.239,0.002,-9.541,-9.339,-9.751,-1.161,-0.881,-1.475,0.072,0.158,0.022,3.034,3.742,1.928
528550,0.758,10.227,10.300,10.152,0.855,0.986,0.741,0.000,0.003,0.000,0.003,0.021,0.001,-9.371,-9.189,-9.524,-0.159,0.090,-0.572,0.949,1.181,0.795,3.246,3.677,2.814
528636,0.701,9.219,9.286,9.149,-0.704,-0.482,-0.916,0.001,0.018,0.000,0.019,0.229,0.001,-9.924,-9.685,-10.152,-1.266,-0.991,-1.562,0.168,0.310,0.067,3.894,4.459,3.343
528678,0.782,9.782,9.909,9.597,0.473,0.703,0.126,0.001,0.008,0.000,0.008,0.059,0.001,-9.305,-8.906,-9.766,-0.959,-0.701,-1.281,0.379,0.569,0.233,2.849,3.522,1.893
